"","name","height","weight","season","age","team.x","lg","pos","g","mp","per","ts","x3p_ar","f_tr","orb","drb","trb","ast","stl","blk","tov","usg","ows","dws","ws","ws_48","obpm","dbpm","bpm","vorp","x","team.y","gp","w","l","min","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","rk","salary_current","salary_next","contract_year"
"2031","Quincy_Pondexter",79,230,"2018",29,"CHI","NBA","SF",23,196,4,0.398,0.449,0.347,4.2,10.8,7.4,6.3,2,0.9,16.3,15,-0.3,0.1,-0.2,-0.047,-7,-0.4,-7.4,-0.3,1333,"CHI",23,6,17,8.5,3291.3,0.62,0.33,0.3,4.39,4.74,4.07,224,3853931,0,1
"2032","Quincy_Pondexter",79,230,"2019",30,"SAS","NBA","SF",53,292,13.2,0.641,0.31,0.724,3,14.1,8.6,10.6,1.8,0.3,14.5,13.5,0.5,0.3,0.8,0.128,-1.6,0.7,-0.9,0.1,1334,"SAS",53,29,24,5.5,2234,0.42,0.24,0.19,4.28,4.64,3.93,346,1893447,0,1
"2033","Jordan_Poole",76,195,"2020",20,"GSW","NBA","SG",57,1274,7.2,0.454,0.528,0.237,0.7,9.6,5,15.8,1.3,0.7,11.8,21.1,-1.6,0.4,-1.2,-0.047,-4.4,-2.2,-6.6,-1.5,867,"GSW",57,12,45,22.4,8586.5,1.63,0.9,0.72,4.07,4.53,3.61,353,1964760,2063280,0
"2044","Bobby_Portis",82,246,"2017",21,"CHI","NBA","PF",64,1000,14.9,0.545,0.256,0.157,8,24,16,5.7,0.8,0.9,8.4,19.1,1.1,1.2,2.4,0.114,-0.6,-0.9,-1.5,0.1,142,"CHI",64,30,34,15.6,6077.5,1.15,0.62,0.53,4.43,4.74,4.12,349,1453680,1516320,0
"2045","Bobby_Portis",82,246,"2018",22,"CHI","NBA","PF",73,1643,19.7,0.548,0.275,0.192,10,23,16.2,13.2,1.5,1.3,10.5,26,2,1.5,3.5,0.101,2.2,-1.3,0.8,1.2,143,"CHI",73,25,48,22.5,8656,1.64,0.85,0.79,4.39,4.82,4,355,1516320,2494346,0
"2046","Bobby_Portis",82,246,"2019",23,"TOT","NBA","PF",50,1299,16.1,0.529,0.304,0.154,9,24.9,16.8,8.8,1.3,1.3,9.9,24.6,0.5,1.1,1.6,0.06,-0.2,-2.3,-2.4,-0.1,144,"WAS",49,14,35,26,9960.6,1.89,0.99,0.9,4.08,4.4,3.79,294,2494346,0,1
"2047","Bobby_Portis",82,246,"2020",24,"NYK","NBA","C",66,1393,14.6,0.53,0.317,0.158,6,20.4,12.9,11.1,1.1,1.2,10.4,21.4,0.9,1,1.9,0.064,0.1,-1.1,-1,0.3,145,"NYK",66,21,45,21.1,8199.1,1.55,0.84,0.71,4.12,4.43,3.81,84,1.5e+07,15750000,0
"2050","Dwight_Powell",82,240,"2017",25,"DAL","NBA","C",77,1333,17.6,0.588,0.196,0.374,7.7,19.5,13.3,6.1,2.4,2.6,7.2,16.7,2.7,1.9,4.6,0.165,-0.1,1.1,1,1,478,"DAL",76,29,47,17.4,6608.4,1.25,0.68,0.58,4.34,4.52,4.14,123,8375000,9003125,0
"2051","Dwight_Powell",82,240,"2018",26,"DAL","NBA","C",79,1672,18.8,0.656,0.195,0.43,8.7,21.3,14.7,8.5,2,1.7,10.3,15.5,4.6,2.1,6.6,0.191,0.6,1,1.6,1.5,479,"DAL",79,23,56,21.2,8274.4,1.57,0.86,0.71,4.45,4.77,4.12,131,9003125,9631250,0
"2052","Dwight_Powell",82,240,"2019",27,"DAL","NBA","C",77,1662,20.4,0.682,0.261,0.523,9.1,17.3,13.2,10.7,1.3,2.6,10.1,17.2,5.6,1.9,7.5,0.215,2,0.9,2.9,2.1,480,"DAL",77,31,46,21.6,8727.4,1.65,0.91,0.75,4.27,4.63,3.89,136,9631250,10259375,0
"2053","Dwight_Powell",82,240,"2020",28,"DAL","NBA","C",40,1061,16,0.677,0.17,0.485,7.5,14.7,11.2,7.7,1.6,1.8,11.5,12.7,2.6,1.1,3.7,0.169,0.4,1,1.4,0.9,481,"DAL",39,24,15,26.4,10419.2,1.97,1.08,0.89,4.23,4.55,3.88,121,10259375,10185185,0
"2055","Norman_Powell",75,215,"2017",23,"TOR","NBA","SG",76,1368,14,0.552,0.342,0.314,2.2,11.8,7,9.3,1.9,0.9,10.8,21.1,1.4,1.4,2.8,0.097,-0.6,0.1,-0.5,0.5,1269,"TOR",75,46,29,17.9,6923,1.31,0.71,0.6,4.41,4.71,4.12,434,874636,1014746,0
"2056","Norman_Powell",75,215,"2018",24,"TOR","NBA","SG",70,1062,8.5,0.492,0.497,0.104,1.5,10.9,6.3,11.8,1.7,1.2,14.4,18.9,-0.6,1.2,0.6,0.027,-3.2,0.2,-2.9,-0.3,1270,"TOR",70,51,19,15.2,6037.6,1.14,0.61,0.54,4.56,4.91,4.23,360,1471382,0,1
"2057","Norman_Powell",75,215,"2019",25,"TOR","NBA","SG",60,1126,13.3,0.596,0.425,0.188,1.6,11.5,6.7,11.6,1.7,1,13.1,19,1,1.4,2.4,0.102,-0.9,0.2,-0.7,0.4,1271,"TOR",60,45,15,18.8,7815.4,1.48,0.8,0.68,4.38,4.79,3.99,140,9367200,10116576,0
"2058","Norman_Powell",75,215,"2020",26,"TOR","NBA","SG",44,1269,17.4,0.629,0.457,0.252,2,11.2,6.7,9.7,2.1,1.3,10,21.5,2.2,1.9,4.2,0.157,1.4,0.9,2.3,1.4,1272,"TOR",43,32,11,28.5,11429.5,2.16,1.12,1.04,4.23,4.54,3.94,122,10116576,10865952,0
"2059","Alex_Poythress",81,235,"2017",23,"PHI","NBA","PF",6,157,13.2,0.548,0.352,0.185,7.7,12.7,10.2,5.1,0.9,1,4.9,16.9,0.2,0.1,0.3,0.099,-0.8,-2.1,-2.9,0,38,"PHI",6,0,6,26.1,10594.3,2.01,1.09,0.91,4.59,5.11,4.16,543,35381,0,1
"2064","Tim_Quarterman",78,195,"2017",22,"POR","NBA","SG",16,80,10.2,0.511,0.448,0.103,5.5,13.9,9.7,21.1,1.2,3,26.6,22.8,-0.1,0.1,-0.1,-0.044,-2,-0.9,-2.8,0,1558,"POR",16,6,10,5,1972.9,0.37,0.2,0.17,4.5,4.76,4.23,464,543471,905249,0
"2065","Tim_Quarterman",78,195,"2018",23,"HOU","NBA","SG",3,13,2.9,0.515,0.667,0.667,0,25.8,13,10.6,0,0,34,20,0,0,0,-0.083,-8.5,-1.2,-9.7,0,1559,"HOU",3,2,1,4.3,1713.3,0.32,0.19,0.13,4.71,4.72,4.7,424,1312611,0,1
"2067","Ivan_Rabb",82,220,"2019",21,"MEM","NBA","PF",49,721,16.1,0.586,0.071,0.325,10.7,21.5,16,12,1.2,1.8,12.6,17.2,1.2,0.9,2.1,0.137,-1.1,-0.3,-1.4,0.1,652,"MEM",49,20,29,14.7,5943.1,1.13,0.61,0.52,4.3,4.58,4.01,427,1378242,1618520,0
"2068","Chasson_Randle",74,185,"2017",23,"TOT","NBA","PG",26,299,13.6,0.586,0.48,0.439,2.2,9.4,5.8,16.8,1.5,0.5,14,19.7,0.5,0.1,0.7,0.106,-1.1,-0.6,-1.7,0,228,"NYK",26,8,18,11.5,4740.9,0.9,0.48,0.42,4.69,5.22,4.2,505,1e+05,0,1
"2070","Chasson_Randle",74,185,"2020",26,"GSW","NBA","PG",3,40,6.7,0.377,0.5,1.5,0,5.6,2.7,15.7,2.4,0,0,7.1,0,0,0,0.044,-5.9,0.1,-5.8,0,229,"GSW",3,2,1,13.5,5753,1.09,0.58,0.51,4.68,4.94,4.15,525,91557,0,1
"2073","Julius_Randle",80,250,"2017",22,"LAL","NBA","PF",74,2132,16.3,0.543,0.082,0.365,7.4,25.8,16.3,19.3,1.1,1.4,16.2,21.4,2,1.5,3.5,0.08,-0.6,-0.3,-0.9,0.6,894,"LAL",74,24,50,28.8,10344.4,1.96,1.08,0.88,4.09,4.49,3.68,246,3267120,4149242,0
"2074","Julius_Randle",80,250,"2018",23,"LAL","NBA","C",82,2190,19.9,0.606,0.05,0.47,8.9,22.8,15.9,15.8,0.9,1.7,16.3,25.3,4,2.6,6.6,0.145,0.6,0,0.6,1.4,895,"LAL",82,35,47,26.7,9538,1.81,0.96,0.85,4.13,4.54,3.74,217,4149242,0,1
"2075","Julius_Randle",80,250,"2019",24,"NOP","NBA","PF",73,2232,21,0.6,0.179,0.447,7.6,21.6,14.7,15.8,1.1,1.6,13.8,27.8,4.2,1.9,6.1,0.131,2.1,-0.6,1.5,2,896,"NOP",73,31,42,30.6,11509.7,2.18,1.16,1.02,4.01,4.36,3.67,149,8641000,9073050,0
"2076","Julius_Randle",80,250,"2020",25,"NYK","NBA","PF",64,2080,17.5,0.538,0.23,0.35,7.5,24.9,16,15.8,1.2,1,14.3,27.6,1,1.7,2.7,0.062,0.7,-1,-0.3,0.9,897,"NYK",64,21,43,32.5,12057.4,2.28,1.25,1.03,3.96,4.29,3.61,64,1.8e+07,18900000,0
"2078","Cam_Reddish",80,208,"2020",20,"ATL","NBA","SF",58,1551,9,0.5,0.451,0.227,2.4,12.7,7.5,8,1.9,1.5,13.6,18.9,-1.2,0.8,-0.4,-0.011,-3.2,-1,-4.2,-0.9,201,"ATL",58,17,41,26.7,11127.9,2.11,1.09,1.02,4.38,4.59,4.19,221,4245720,4458000,0
"2080","Willie_Reed",82,220,"2017",26,"MIA","NBA","C",71,1031,17.1,0.578,0.014,0.309,13.7,22,17.8,3.9,0.9,3.6,8.7,15.3,2.1,1.5,3.6,0.168,-0.9,0,-0.9,0.3,1685,"MIA",71,39,32,14.5,5225.3,0.99,0.51,0.48,4.11,4.18,4.03,407,1015696,1087745,0
"2081","Willie_Reed",82,220,"2018",27,"TOT","NBA","C",42,428,19.2,0.671,0.017,0.455,9.1,21.8,15.5,3.6,1,4.3,11.6,16.6,1,0.5,1.5,0.172,0.5,0.3,0.8,0.3,1686,"LAC",42,20,22,10.2,3814.4,0.72,0.36,0.36,4.26,4.43,4.1,341,1577230,0,1
"2084","Josh_Richardson",77,200,"2017",23,"MIA","NBA","SG",53,1614,10.7,0.493,0.442,0.15,2.4,9.2,5.8,12.7,1.9,1.9,10.6,16.8,0.3,1.9,2.2,0.066,-2,0.9,-1.1,0.4,884,"MIA",53,23,30,30.5,11435,2.17,1.18,0.99,4.27,4.53,4,439,874636,1014746,0
"2085","Josh_Richardson",77,200,"2018",24,"MIA","NBA","SF",81,2689,13.6,0.551,0.38,0.16,2.9,9,6,13.2,2.3,2.4,12.9,18.2,1.8,3.5,5.4,0.096,-0.6,1.3,0.7,1.8,885,"MIA",80,43,37,33.2,12934.8,2.45,1.33,1.12,4.43,4.72,4.12,363,1471382,0,1
"2086","Josh_Richardson",77,200,"2019",25,"MIA","NBA","SG",73,2539,14,0.536,0.448,0.225,2.3,8.8,5.5,17.9,1.5,1.2,9.1,20.9,3,2.6,5.6,0.106,0.1,0.2,0.3,1.5,886,"MIA",73,35,38,34.8,14120.4,2.67,1.5,1.17,4.3,4.72,3.85,141,9367200,10100000,0
"2087","Josh_Richardson",77,200,"2020",26,"PHI","NBA","SG",48,1474,12.1,0.526,0.373,0.223,2.8,9.4,6.1,14.8,1.5,2,12.6,21.1,0.3,1.6,1.9,0.062,-1.5,-0.2,-1.7,0.1,887,"PHI",48,29,19,30.7,12433,2.35,1.3,1.06,4.29,4.58,3.98,123,10100000,10800000,0
"2092","Austin_Rivers",75,200,"2017",24,"LAC","NBA","SG",74,2054,11.4,0.545,0.409,0.261,1.1,7.5,4.4,15,1.2,0.4,12.4,20.3,1.2,1.3,2.5,0.059,-1.2,-1,-2.2,-0.1,108,"LAC",74,43,31,27.8,10180.5,1.93,1.03,0.9,4.18,4.37,3.98,99,1.1e+07,11825000,0
"2093","Austin_Rivers",75,200,"2018",25,"LAC","NBA","SG",61,2057,12.6,0.526,0.447,0.198,1.5,6.2,3.9,17.5,1.7,0.6,11.1,20.6,1.4,1,2.4,0.056,-0.3,-0.9,-1.2,0.4,109,"LAC",61,30,31,33.7,12692.3,2.4,1.31,1.09,4.28,4.6,3.95,102,11825000,12650000,0
"2094","Austin_Rivers",75,200,"2019",26,"TOT","NBA","SG",76,2028,7.7,0.503,0.572,0.166,1.3,7.5,4.4,11.5,1.1,1,10,14.5,0.4,0.8,1.2,0.028,-3.3,-1,-4.3,-1.1,110,"HOU",76,45,31,26.7,10165.3,1.93,1,0.92,4.05,4.22,3.89,102,12650000,0,1
"2095","Austin_Rivers",75,200,"2020",27,"HOU","NBA","SG",60,1402,10.3,0.538,0.537,0.208,1.9,8.8,5.3,9.5,1.4,0.6,6.9,14.9,1.3,1,2.2,0.077,-1.9,-0.4,-2.3,-0.1,111,"HOU",60,39,21,23.4,8604.7,1.63,0.81,0.82,3.91,4,3.83,330,2174318,2369663,0
"2100","Brian_Roberts",73,173,"2017",31,"CHO","NBA","PG",41,416,9.8,0.51,0.361,0.32,1.3,9,5.2,18.7,1.1,0.2,15.7,17.9,0,0.3,0.2,0.028,-2.8,-1.3,-4.2,-0.2,173,"CHA",41,16,25,10.2,3959.9,0.75,0.42,0.33,4.44,4.77,4.1,399,1050961,0,1
"2104","Duncan_Robinson",79,215,"2020",25,"MIA","NBA","SF",65,1949,12.8,0.678,0.886,0.086,0.5,11.2,6.1,7,0.9,0.8,8.6,15.8,3.2,1.5,4.7,0.116,1.2,-0.9,0.3,1.1,467,"MIA",64,41,23,29.9,11977.9,2.27,1.26,1,4.26,4.69,3.83,424,1416852,1663861,0
"2111","Jerome_Robinson",76,190,"2019",21,"LAC","NBA","SG",33,320,7.2,0.491,0.518,0.082,1,12.2,6.8,8.3,1.6,0.7,10.2,16.7,-0.2,0.3,0.1,0.012,-4.2,-0.5,-4.7,-0.2,781,"LAC",33,18,15,9.7,4174.4,0.79,0.42,0.37,4.5,4.96,4.09,268,3046200,3567720,0
"2112","Jerome_Robinson",76,190,"2020",22,"TOT","NBA","SG",55,748,6,0.439,0.481,0.134,1.3,13.8,7.5,11.4,1.4,1.6,12.9,14.6,-0.7,0.7,0,0.003,-4.6,0.1,-4.5,-0.5,782,"WAS",55,35,20,13.6,5700.7,1.08,0.57,0.51,4.54,4.92,4.17,242,3567720,3737520,0
"2113","Justin_Robinson",73,195,"2020",22,"WAS","NBA","PG",9,49,8.2,0.542,0.417,0,2.2,9.3,5.6,18.6,0,1.8,20,12.7,0,0,0,0.006,-2.6,-3.1,-5.7,0,914,"WAS",9,2,7,5.4,1642.1,0.31,0.16,0.15,4.2,5.01,3.55,494,395866,0,1
"2114","Mitchell_Robinson",84,223,"2019",20,"NYK","NBA","C",66,1360,22,0.692,0,0.464,13.3,19.4,16.3,4.2,1.8,10,9.1,12.1,4,2.2,6.1,0.217,0.1,2.4,2.5,1.6,1213,"NYK",65,16,49,20.8,8153.1,1.54,0.81,0.74,4.18,4.35,4.02,414,1485440,1559712,0
"2115","Mitchell_Robinson",84,223,"2020",21,"NYK","NBA","C",61,1412,23.5,0.726,0,0.434,13.7,18.8,16.2,3.9,1.8,8,8.3,13.3,4.8,2,6.8,0.23,1.6,1.3,3,1.8,1214,"NYK",61,20,41,23.1,8996.8,1.7,0.89,0.81,4.12,4.32,3.93,402,1559712,1663861,0
"2120","Thomas_Robinson",82,237,"2017",25,"LAL","NBA","PF",48,560,17.3,0.535,0.005,0.337,15.8,28.1,21.8,8.8,2.3,1.3,17,20.7,0.3,0.6,0.9,0.079,-1.1,-1,-2.1,0,1548,"LAL",48,15,33,11.7,4485.3,0.85,0.45,0.4,4.37,4.71,4.04,396,1050961,0,1
"2121","Isaiah_Roby",80,230,"2020",21,"OKC","NBA","SF",3,11,-7.7,0,0,0,0,19.5,10.1,0,0,0,50,8,-0.1,0,0,-0.191,-12,-3.5,-15.5,0,639,"OKC",3,2,1,3.8,1259.7,0.24,0.12,0.12,4.51,6.04,4.5,404,1500000,1517981,0
"2129","Derrick_Rose",74,200,"2017",28,"NYK","NBA","PG",64,2082,17,0.53,0.061,0.259,3.4,9.3,6.4,22.8,1.1,0.7,11.9,25.7,2.4,0.6,3,0.068,1,-2,-1,0.5,403,"NYK",64,26,38,32.5,11977.7,2.27,1.23,1.03,4.19,4.5,3.87,21,21323250,0,1
"2130","Derrick_Rose",74,200,"2018",29,"TOT","NBA","PG",25,420,11.5,0.507,0.161,0.247,3.5,5.8,4.7,13.6,0.8,0.8,14.5,25.4,-0.2,0.1,-0.2,-0.018,-2.1,-3.3,-5.4,-0.4,404,"MIN",25,15,10,16.8,6619.2,1.25,0.65,0.61,4.49,4.81,4.18,304,2116955,0,1
"2131","Derrick_Rose",74,200,"2019",30,"MIN","NBA","PG",51,1392,19.5,0.557,0.194,0.212,2.5,8.3,5.4,26.4,1.1,0.7,9.1,27.3,2.6,0.3,3,0.102,3.2,-1.7,1.4,1.2,405,"MIN",51,24,27,27.3,10801.7,2.05,1.1,0.94,4.18,4.51,3.86,324,2176260,0,1
"2132","Derrick_Rose",74,200,"2020",31,"DET","NBA","PG",50,1298,21.1,0.555,0.195,0.185,2.3,8.3,5.3,40.5,1.5,1,13.4,31.6,1.9,0.6,2.5,0.093,4,-1.7,2.2,1.4,406,"DET",49,17,32,26,10329.5,1.96,1.1,0.86,4.22,4.72,3.72,163,7317073,7682927,0
"2137","Terrence_Ross",78,206,"2017",25,"TOT","NBA","SF",78,1955,13.4,0.55,0.524,0.103,1,10.8,5.9,7.1,2.2,1.4,8,19.3,1.5,2,3.5,0.086,-0.3,0.1,-0.2,0.9,1527,"ORL",77,38,39,25.1,9548.2,1.81,0.96,0.85,4.33,4.72,3.97,108,1e+07,10500000,0
"2138","Terrence_Ross",78,206,"2018",26,"ORL","NBA","SG",24,600,9.9,0.505,0.487,0.188,1.8,11.6,6.7,9.3,2.2,1.5,12.3,17.3,-0.2,0.5,0.3,0.025,-2.8,0.1,-2.7,-0.1,1528,"ORL",24,10,14,25,9966.4,1.89,0.97,0.92,4.55,4.89,4.25,115,10500000,10500000,0
"2139","Terrence_Ross",78,206,"2019",27,"ORL","NBA","SG",81,2150,15.4,0.561,0.551,0.14,1.3,12.8,7,9.9,1.6,1.1,7.6,23.9,1.7,2.6,4.3,0.095,1.1,-0.3,0.8,1.5,1529,"ORL",79,40,39,26.6,10833.2,2.05,1.14,0.91,4.31,4.73,3.88,128,10500000,0,1
"2140","Terrence_Ross",78,206,"2020",28,"ORL","NBA","SG",63,1723,14.2,0.548,0.584,0.207,0.8,12.3,6.3,6.8,2,1.2,6.8,22.8,1,1.8,2.9,0.08,0,-0.3,-0.4,0.7,1530,"ORL",63,29,34,27.4,10749.4,2.04,1.12,0.92,4.21,4.57,3.83,102,12500000,13500000,0
"2146","Ricky_Rubio",75,190,"2017",26,"MIN","NBA","PG",75,2469,16.8,0.539,0.302,0.438,3.2,11.4,7.2,38.9,2.6,0.3,20.1,17.4,4.5,1.7,6.1,0.119,1.2,-0.2,0.9,1.8,1374,"MIN",75,28,47,32.9,12392.7,2.35,1.28,1.07,4.28,4.54,4.01,67,13550000,14250000,0
"2147","Ricky_Rubio",75,190,"2018",27,"UTA","NBA","PG",77,2254,15.4,0.537,0.33,0.307,2.2,15.3,8.8,28.4,2.7,0.4,18.1,22.9,1.5,3.8,5.3,0.112,-0.7,1.5,0.7,1.6,1375,"UTA",77,44,33,29.3,11389.6,2.16,1.21,0.94,4.45,4.89,3.99,78,14275000,14975000,0
"2148","Ricky_Rubio",75,190,"2019",28,"UTA","NBA","PG",68,1899,14,0.52,0.348,0.312,1.9,11.8,6.9,32.1,2.3,0.4,17.8,22.7,0.9,2.8,3.7,0.095,-1,0.8,-0.2,0.9,1376,"UTA",67,40,27,27.9,11221.8,2.13,1.19,0.93,4.31,4.84,3.77,80,14975000,0,1
"2149","Ricky_Rubio",75,190,"2020",29,"PHO","NBA","PG",57,1802,16.3,0.531,0.308,0.334,2.5,14,8.2,39.9,2.3,0.4,18.1,20.2,2.4,1.7,4.1,0.109,0.5,0.2,0.7,1.2,1377,"PHX",56,24,32,31.5,12662.7,2.4,1.35,1.05,4.26,4.83,3.7,75,16190476,1.7e+07,0
"2152","Damjan_Rudez",82,228,"2017",30,"ORL","NBA","SF",45,314,6.3,0.466,0.727,0,1.7,7.1,4.3,9.2,1.9,0.3,9.3,13.6,-0.1,0.2,0.1,0.008,-4.2,-0.3,-4.5,-0.2,302,"ORL",45,12,33,7,2580.2,0.49,0.27,0.22,4.22,4.7,3.73,416,980431,0,1
"2159","JaKarr_Sampson",79,215,"2020",26,"IND","NBA","SF",26,340,11.8,0.607,0.16,0.247,4.9,14.2,9.6,3.6,1.3,2.3,7.2,12.5,0.4,0.4,0.8,0.117,-2.7,0.8,-1.8,0,677,"IND",26,15,11,13.1,5376.4,1.02,0.54,0.48,4.38,4.58,4.16,373,1737145,0,1
"2160","Admiral_Schofield",77,241,"2020",22,"WAS","NBA","SF",27,293,6.8,0.514,0.627,0.173,2.2,10.9,6.4,6.2,1.3,0.9,8,12.5,0.1,0,0.1,0.02,-4.2,-1.1,-5.3,-0.2,12,"WAS",27,9,18,10.8,4174,0.79,0.42,0.37,4.15,4.57,3.76,447,898310,1517981,0
"2165","Mike_Scott",79,237,"2017",28,"ATL","NBA","PF",18,195,5.9,0.36,0.458,0.136,5.7,15,10.4,12.5,1,1.3,11.3,15.8,-0.3,0.2,-0.1,-0.014,-4.7,-0.7,-5.5,-0.2,1196,"ATL",18,7,11,10.8,4149.9,0.79,0.41,0.37,4.35,4.71,4.01,243,3333334,0,1
"2166","Mike_Scott",79,237,"2018",29,"WAS","NBA","PF",76,1406,13.6,0.599,0.311,0.145,4,15.8,9.9,9.1,0.8,0.6,12.4,20,1.4,1,2.5,0.085,-0.6,-1.1,-1.7,0.1,1197,"WAS",76,39,37,18.5,7124.5,1.35,0.73,0.61,4.42,4.79,4.04,329,1709538,0,1
"2167","Mike_Scott",79,237,"2019",30,"TOT","NBA","PF",79,1395,8.6,0.528,0.6,0.079,3.4,17.2,10.5,6.4,0.9,0.7,9.2,14.4,0.4,1.2,1.6,0.053,-1.9,-0.7,-2.5,-0.2,1198,"PHI",79,44,35,17.7,7201.3,1.36,0.73,0.63,4.3,4.64,3.96,228,4320500,0,1
"2168","Mike_Scott",79,237,"2020",31,"PHI","NBA","PF",63,1119,10.2,0.539,0.639,0.094,5.7,16.5,11.1,5.9,0.8,0.4,6.7,13.8,1,1.1,2.1,0.089,-1.2,-1.1,-2.3,-0.1,1199,"PHI",63,37,26,17.8,7061.5,1.34,0.73,0.61,4.27,4.51,4,207,4767000,5005350,0
"2179","Thabo_Sefolosha",78,220,"2017",32,"ATL","NBA","SF",62,1596,11.9,0.519,0.304,0.19,3.8,14.7,9.3,9.9,3,1.7,11.9,13.3,0.6,2.7,3.3,0.098,-2.1,2.5,0.4,1,1535,"ATL",62,32,30,25.7,9819.4,1.86,0.99,0.87,4.35,4.68,4.04,227,3850000,0,1
"2180","Thabo_Sefolosha",78,220,"2018",33,"UTA","NBA","SF",38,806,15.8,0.591,0.35,0.225,4.1,18.4,11.3,6.3,3.2,1.3,10.2,16.4,1,1.6,2.6,0.156,0.2,2.5,2.7,0.9,1536,"UTA",38,16,22,21.2,8133.7,1.54,0.85,0.7,4.38,4.74,4.01,191,5250000,5250000,0
"2181","Thabo_Sefolosha",78,220,"2019",34,"UTA","NBA","SF",50,609,12.1,0.599,0.523,0.148,1.4,20.1,10.9,6.1,3.4,0.7,13.6,12.9,0.2,1.2,1.5,0.115,-1.6,3.1,1.5,0.5,1537,"UTA",49,28,21,12.2,4976.6,0.94,0.52,0.42,4.38,4.87,3.9,209,5250000,0,1
"2182","Thabo_Sefolosha",78,220,"2020",35,"HOU","NBA","PF",41,436,9.5,0.487,0.593,0.088,5,17.4,11.2,7.5,2.6,2.4,13.7,10.4,0.1,0.6,0.7,0.073,-2.7,1.6,-1.1,0.1,1538,"HOU",41,27,14,10.6,3988.2,0.76,0.39,0.37,4.31,4.7,3.96,297,2564753,0,1
"2184","Wayne_Selden",77,230,"2018",23,"MEM","NBA","SG",35,692,11.8,0.551,0.454,0.219,2.6,6.8,4.7,16,1.3,0.7,15.5,22.6,0.1,0.2,0.3,0.023,-0.9,-2.2,-3.1,-0.2,1666,"MEM",35,10,25,19.8,7412.1,1.4,0.77,0.64,4.28,4.57,3.97,392,1312611,1544951,0
"2185","Wayne_Selden",77,230,"2019",24,"TOT","NBA","SG",75,1439,8.3,0.491,0.36,0.19,2.8,11,6.9,11.3,1.1,0.8,13.1,18.4,-1,0.8,-0.3,-0.009,-3.8,-1.6,-5.4,-1.2,1667,"CHI",75,27,48,19.2,7142.5,1.35,0.73,0.62,3.96,4.17,3.73,399,1544951,0,1
"2192","Kevin_Seraphin",81,285,"2017",27,"IND","NBA","PF",49,559,14.4,0.559,0.01,0.111,8.3,20,14.3,6.7,0.6,3.1,12.3,19,0.4,0.6,1,0.082,-2.5,-0.9,-3.4,-0.2,967,"IND",48,23,25,11.2,4183.6,0.79,0.42,0.38,4.22,4.39,4.06,319,1800000,1881000,0
"2202","Ramon_Sessions",75,190,"2017",30,"CHO","NBA","PG",50,811,12.4,0.495,0.236,0.449,1.5,8.5,4.9,24.2,1.7,0.3,12.7,20.1,0.3,0.6,0.9,0.055,-2,-0.4,-2.4,-0.1,1344,"CHA",50,23,27,16.2,5943.2,1.13,0.61,0.51,4.18,4.5,3.84,168,6e+06,6270000,0
"2203","Ramon_Sessions",75,190,"2018",31,"TOT","NBA","PG",28,392,11.2,0.479,0.222,0.487,1.7,9.1,5.4,27.2,1.8,0.4,17.4,19.3,0.1,0.3,0.3,0.039,-2.3,-0.9,-3.2,-0.1,1345,"WAS",28,10,18,14,4986.9,0.94,0.53,0.42,4.2,4.62,3.77,286,2328652,0,1
"2204","Collin_Sexton",73,190,"2019",20,"CLE","NBA","PG",82,2605,12,0.52,0.245,0.211,2.3,8,5,15.3,0.8,0.2,12.3,25.2,-0.1,-0.5,-0.6,-0.011,-1.4,-3.3,-4.7,-1.8,265,"CLE",82,19,63,31.8,12195.2,2.31,1.32,0.99,4.14,4.5,3.75,234,4068600,4764960,0
"2205","Collin_Sexton",73,190,"2020",21,"CLE","NBA","SG",65,2143,16.3,0.56,0.235,0.246,3.1,7.5,5.3,15.1,1.5,0.3,11.6,27.2,2.2,0.3,2.5,0.057,0.3,-2.1,-1.8,0.1,266,"CLE",65,19,46,33,12784.7,2.42,1.37,1.05,4.13,4.48,3.75,214,4764960,4991880,0
"2209","Chris_Silva",80,230,"2020",23,"MIA","NBA","PF",41,307,17.2,0.663,0.029,0.71,20.6,19.3,19.9,10.2,1.4,5.8,25.5,17.5,0.7,0.5,1.1,0.178,-3.4,0.9,-2.5,0,247,"MIA",40,27,13,7.3,3005.8,0.57,0.31,0.26,4.3,4.5,4.06,490,466918,1517981,0
"2210","Ben_Simmons",82,230,"2018",21,"PHI","NBA","PG",81,2732,20,0.557,0.011,0.342,5.9,19.5,13,37.4,2.5,2.1,19.5,22.3,4.2,5,9.2,0.162,2,2.5,4.5,4.5,126,"PHI",80,51,29,33.8,13386.2,2.54,1.38,1.15,4.51,5.12,3.94,170,6168840,6434520,0
"2211","Ben_Simmons",82,230,"2019",22,"PHI","NBA","PG",79,2700,20,0.582,0.006,0.446,6.9,20,13.7,34.2,2,1.8,19.3,22.1,4.6,3.6,8.2,0.146,2.2,1.3,3.6,3.8,127,"PHI",78,50,28,34.1,13377.6,2.53,1.4,1.13,4.17,4.69,3.66,184,6434520,8113930,0
