"","x","name","season","team.x","gp.x","w","l","min.x","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","rk","salary_current","salary_next","contract_year","team.y","age","gp.y","min.y","box_outs","off_box_outs","def_box_outs","team_reb_on_box_outs","player_reb_on_box_outs","x_box_outs_off","x_box_outs_def","x_team_reb_when_box_out","x_player_reb_when_box_out"
"1347",1347,"Rashad_Vaughn","2017","MIL",41,18,23,11.2,4301.3,0.81,0.43,0.39,4.38,4.51,4.24,318,1811040,1889040,0,"MIL",21,28,7.6,0.5,0.1,0.4,0.3,0,14.3,85.7,90,10
"1349",1349,"Raul_Neto","2017","UTA",40,24,16,8.7,3451.2,0.65,0.34,0.31,4.54,4.71,4.36,430,937800,1014746,0,"UTA",26,41,12.2,0.4,0,0.4,0.2,0.1,0,100,88.9,22.2
"1350",1350,"Raul_Neto","2018","UTA",41,28,13,12.2,4839,0.92,0.5,0.41,4.61,4.96,4.23,372,1471382,0,1,"UTA",27,37,12.8,0.4,0,0.4,0.2,0,0,100,70,10
"1351",1351,"Raul_Neto","2019","UTA",37,26,11,12.8,5475,1.04,0.57,0.46,4.53,5.04,4.01,330,2150000,2150000,0,"PHI",28,49,11.5,0.3,0,0.3,0.2,0,0,100,81.8,0
"1355",1355,"Raymond_Felton","2017","LAC",80,50,30,21.3,7976.7,1.51,0.78,0.73,4.28,4.33,4.22,337,1551659,0,1,"OKC",34,82,16.6,1.1,0.1,1,0.7,0.1,5.7,94.3,89.6,16.4
"1356",1356,"Raymond_Felton","2018","OKC",80,48,32,16.7,5953.4,1.13,0.58,0.54,4.05,4.24,3.86,284,2328652,0,1,"OKC",35,33,11.5,0.4,0,0.3,0.2,0.1,8.3,91.7,85.7,28.6
"1358",1358,"Reggie_Bullock","2017","DET",31,13,18,15.1,5832.4,1.1,0.59,0.52,4.41,4.75,4.11,293,2255644,0,1,"DET",27,62,27.9,0.7,0,0.7,0.5,0.1,0,100,96.7,23.3
"1359",1359,"Reggie_Bullock","2018","DET",62,32,30,27.9,10784.4,2.04,1.08,0.96,4.42,4.66,4.16,270,2500000,2500000,0,"LAL",28,63,29.8,0.5,0,0.5,0.4,0.1,2.9,97.1,92,24
"1360",1360,"Reggie_Bullock","2019","LAL",63,27,36,29.8,12082.5,2.29,1.26,1.02,4.29,4.55,4.01,293,2500000,0,1,"NYK",29,29,23.6,0.4,0.1,0.3,0.3,0.1,18.2,81.8,100,33.3
"1362",1362,"Reggie_Jackson","2017","DET",52,23,29,27.4,10113.4,1.92,1.03,0.89,4.21,4.57,3.85,59,14956522,1.6e+07,0,"DET",28,45,26.7,0.9,0,0.9,0.6,0.1,2.4,97.6,92.9,14.3
"1363",1363,"Reggie_Jackson","2018","DET",45,27,18,26.7,10090.3,1.91,1.05,0.86,4.32,4.67,3.95,67,1.6e+07,17043478,0,"DET",29,82,27.9,1,0.1,0.9,0.5,0.1,7.2,92.8,78.7,17
"1364",1364,"Reggie_Jackson","2019","DET",82,41,41,27.9,10912.8,2.07,1.17,0.89,4.2,4.55,3.8,64,17043478,18086956,0,"LAC",30,23,24.2,1,0,1,0.9,0.2,0,100,91.3,17.4
"1368",1368,"Richard_Jefferson","2017","CLE",79,50,29,20.4,7024.2,1.33,0.68,0.66,3.92,3.95,3.89,279,2500000,2500000,0,"DEN",38,20,8.2,1,0.1,0.8,0.3,0.1,15,85,60,10
"1370",1370,"Richaun_Holmes","2017","PHI",57,16,41,20.9,7762,1.47,0.78,0.69,4.22,4.5,3.94,402,1025831,1014746,0,"PHI",24,48,15.5,4.2,0.7,3.6,1.9,0.7,15.3,84.7,84.5,30.9
"1371",1371,"Richaun_Holmes","2018","PHI",47,30,17,15.5,5765.3,1.09,0.57,0.52,4.23,4.5,3.98,374,1471382,1600520,0,"PHX",25,70,16.9,3.7,0.4,3.4,1.5,0.6,9.6,90,85.5,35.5
"1372",1372,"Richaun_Holmes","2019","PHX",70,16,54,16.9,6468.9,1.23,0.65,0.58,4.03,4.19,3.85,381,1600520,0,1,"SAC",26,39,28.9,3.3,0.5,2.7,1.9,0.8,16.5,83.5,92.5,37.5
"1374",1374,"Ricky_Rubio","2017","MIN",75,28,47,32.9,12392.7,2.35,1.28,1.07,4.28,4.54,4.01,67,13550000,14250000,0,"UTA",27,77,29.3,0.9,0,0.9,0.5,0.1,0,100,87.2,10.6
"1375",1375,"Ricky_Rubio","2018","UTA",77,44,33,29.3,11389.6,2.16,1.21,0.94,4.45,4.89,3.99,78,14275000,14975000,0,"UTA",28,68,27.9,0.9,0,0.9,0.5,0.1,1.7,98.3,78.6,11.9
"1376",1376,"Ricky_Rubio","2019","UTA",67,40,27,27.9,11221.8,2.13,1.19,0.93,4.31,4.84,3.77,80,14975000,0,1,"PHX",29,57,31.6,0.7,0,0.7,0.6,0.2,0,100,100,28.1
"1379",1379,"Robert_Covington","2017","PHI",67,27,40,31.6,11829.7,2.24,1.22,1.02,4.26,4.61,3.9,404,1015696,1087745,0,"PHI",27,80,31.6,2,0.3,1.7,1.1,0.2,15.9,84.1,83.2,17.8
"1380",1380,"Robert_Covington","2018","PHI",79,51,28,31.7,11878.7,2.25,1.18,1.07,4.27,4.65,3.92,343,1577230,0,1,"MIN",28,35,34.4,1.8,0.2,1.6,1.1,0.2,9.5,90.5,86,14
"1381",1381,"Robert_Covington","2019","MIN",35,20,15,34.4,13265.7,2.51,1.31,1.2,4.1,4.29,3.91,130,10464092,11301219,0,"HOU",29,62,30.1,2.3,0.1,2.2,1.2,0.6,4.8,95.2,86.5,38.2
"1383",1383,"Robin_Lopez","2017","CHI",81,40,41,28,10038.1,1.9,1.03,0.87,4.08,4.3,3.84,70,13219250,13788500,0,"CHI",30,64,26.4,8.9,2.3,6.7,5.2,1.4,25.3,74.7,87.3,23.3
"1384",1384,"Robin_Lopez","2018","CHI",64,23,41,26.4,9845.9,1.86,1,0.86,4.24,4.59,3.92,84,13788500,14357750,0,"CHI",31,74,21.7,6.7,1.6,5.1,3.5,1,24.1,75.9,83.8,23.9
"1385",1385,"Robin_Lopez","2019","CHI",73,20,53,21.6,8240.8,1.56,0.85,0.71,4.09,4.39,3.79,85,14357750,0,1,"MIL",32,60,14.4,3.5,0.4,3.2,2.1,0.5,10.3,89.7,89.2,19.4
"1387",1387,"Rodions_Kurucs","2019","BKN",63,36,27,20.5,8974,1.7,0.94,0.76,4.65,5.13,4.17,380,1618320,1699236,0,"BKN",22,39,12.8,1.3,0.1,1.3,0.7,0.1,3.9,96.1,90.3,19.4
"1389",1389,"Rodney_Hood","2017","UTA",59,40,19,27,10071,1.91,1.06,0.85,4.25,4.53,3.95,354,1406520,2386864,0,"CLE",25,60,26.9,1.9,0,1.9,0.9,0.1,0.9,99.1,83.8,13.2
"1390",1390,"Rodney_Hood","2018","CLE",60,29,31,26.9,10203.4,1.93,1.04,0.89,4.31,4.62,4.01,279,2386864,0,1,"POR",26,72,26.3,1.3,0,1.3,0.6,0.1,3.2,96.8,89.1,10.9
"1391",1391,"Rodney_Hood","2019","POR",72,29,43,26.3,10369.3,1.96,1.12,0.85,4.2,4.55,3.82,248,3472887,0,1,"POR",27,21,29.5,1.2,0,1.2,0.4,0.1,0,100,90,20
"1393",1393,"Rodney_McGruder","2017","MIA",78,40,38,25.2,10253.5,1.94,1.05,0.89,4.63,4.87,4.38,471,543471,905249,0,"MIA",26,18,16.6,1,0.2,0.8,0.4,0.1,22.2,77.8,80,20
"1394",1394,"Rodney_McGruder","2018","MIA",18,11,7,16.6,6745.2,1.28,0.68,0.6,4.62,4.85,4.39,413,1312611,1544951,0,"LAC",27,66,23.5,1.3,0.1,1.1,0.6,0.1,9.6,90.4,78,20
"1395",1395,"Rodney_McGruder","2019","LAC",66,31,35,23.5,10130.2,1.92,1.06,0.86,4.57,5.01,4.12,398,1544951,0,1,"LAC",28,50,15,0.6,0.1,0.6,0.4,0.2,9.7,90.3,91.3,39.1
"1399",1399,"Ron_Baker","2017","NYK",52,14,38,16.5,6553.5,1.24,0.67,0.57,4.52,4.91,4.15,467,543471,0,1,"NYK",25,29,13.3,1,0,1,0.5,0,0,100,68.4,5.3
"1400",1400,"Ron_Baker","2018","NYK",28,11,17,13.1,5483.2,1.04,0.56,0.48,4.78,5.25,4.32,212,4328000,4544400,0,"WAS",26,15,10.1,1.3,0,1.3,0.6,0.1,0,100,90,10
"1402",1402,"Rondae_HollisJefferson","2017","BKN",77,19,58,22.6,9024.6,1.71,0.91,0.8,4.55,4.97,4.15,360,1395600,1455720,0,"BKN",23,68,28.2,6.2,0.4,5.7,3.3,1,7.2,92.8,92.1,28.3
"1403",1403,"Rondae_HollisJefferson","2018","BKN",66,25,41,28.1,11067.7,2.1,1.14,0.96,4.49,4.8,4.19,370,1471382,2470357,0,"BKN",24,59,20.9,3.7,0.1,3.6,2.1,0.6,2.8,97.2,91.9,26.7
"1404",1404,"Rondae_HollisJefferson","2019","BKN",59,27,32,20.9,8536.9,1.62,0.89,0.73,4.32,4.7,3.93,296,2470357,0,1,"TOR",25,52,19.2,2,0.3,1.7,1,0.4,17,83,87.9,36.2
"1408",1408,"Royce_ONeale","2018","UTA",69,43,26,16.7,6440.5,1.22,0.66,0.56,4.44,4.72,4.13,452,815615,1378242,0,"UTA",26,82,20.4,0.9,0,0.9,0.6,0.2,0,100,90.2,27.5
"1409",1409,"Royce_ONeale","2019","UTA",81,50,31,20.5,8419.7,1.59,0.87,0.73,4.37,4.79,3.96,436,1378242,1618520,0,"UTA",26,64,29.1,1.3,0,1.3,0.9,0.3,2.3,97.7,94.8,31
"1411",1411,"Rudy_Gay","2017","SAC",30,11,19,33.8,12465,2.36,1.28,1.08,4.21,4.42,3.99,68,13333333,14263566,0,"SAS",31,57,21.6,2.8,0.6,2.1,1.5,0.6,22.3,77.7,84,32
"1412",1412,"Rudy_Gay","2018","SAS",57,36,21,21.6,8299.3,1.57,0.86,0.71,4.38,4.63,4.1,135,8406000,8826300,0,"SAS",32,69,26.7,2.7,0.2,2.5,1.6,0.6,6.9,93.1,94.8,37.1
"1413",1413,"Rudy_Gay","2019","SAS",69,42,27,26.7,10352.2,1.96,1.06,0.9,4.18,4.39,3.96,131,10087200,0,1,"SAS",33,60,21.5,1.8,0.1,1.7,0.9,0.5,5.6,94.4,87.7,46.2
"1415",1415,"Rudy_Gobert","2017","UTA",81,51,30,33.9,12638.4,2.39,1.32,1.07,4.25,4.53,3.96,302,2121288,21224719,0,"UTA",26,56,32.4,8.6,2.3,6.4,4.6,2,26.4,73.6,87.5,37
"1416",1416,"Rudy_Gobert","2018","UTA",56,37,19,32.4,12175.9,2.31,1.26,1.04,4.3,4.62,3.97,36,21974719,23491573,0,"UTA",27,81,31.8,7.3,1.5,5.8,3.7,1.8,20.1,79.9,89.9,42.3
"1417",1417,"Rudy_Gobert","2019","UTA",80,50,30,31.8,12466.7,2.36,1.28,1.09,4.19,4.53,3.85,35,23241573,25008427,0,"UTA",27,62,34.6,4.9,1,3.9,3.1,1.9,20,80,94.5,58.2
"1420",1420,"Russell_Westbrook","2017","OKC",81,46,35,34.6,12533.4,2.37,1.28,1.09,4.13,4.72,3.61,3,26540100,28530608,0,"OKC",29,80,36.4,0.9,0.2,0.7,0.5,0.3,18.6,81.4,84.3,43.1
"1421",1421,"Russell_Westbrook","2018","OKC",78,47,31,36.4,13246.1,2.51,1.35,1.16,4.14,4.67,3.66,8,28530608,30670404,0,"OKC",30,73,36,0.6,0.1,0.5,0.4,0.2,17.4,82.6,75.7,40.5
"1422",1422,"Russell_Westbrook","2019","OKC",72,43,29,36,13406.3,2.54,1.35,1.18,3.97,4.65,3.41,3,35654150,38178000,0,"HOU",31,53,35.9,0.7,0.1,0.6,0.4,0.3,8.3,91.7,85.2,48.1
"1424",1424,"Ryan_Anderson","2017","HOU",72,50,22,29.4,10319.9,1.95,1.04,0.92,4.01,4.38,3.66,30,18735364,19578455,0,"HOU",30,66,26.1,6.1,1.3,4.8,2.8,1.1,21.3,78.7,83.4,32.7
"1425",1425,"Ryan_Anderson","2018","HOU",66,52,14,26.1,9474.3,1.79,0.95,0.84,4.13,4.39,3.89,42,19578455,20421546,0,"MIA",31,25,12.9,3.2,0.4,2.8,1.7,0.5,12.7,87.3,89.4,25.5
"1426",1426,"Ryan_Anderson","2019","MIA",25,7,18,12.8,5072.8,0.96,0.55,0.41,4.2,4.56,3.83,44,20421546,15600000,0,"HOU",32,2,7,1,0,1,0.5,0,0,100,100,0
"1429",1429,"Ryan_Arcidiacono","2019","CHI",80,22,58,24.2,10088,1.91,1.03,0.88,4.45,4.78,4.12,447,1349383,0,1,"CHI",26,58,16,0.3,0,0.3,0.2,0,10,90,75,8.3
"1431",1431,"Ryan_Broekhoff","2019","DAL",42,15,27,10.8,4511.2,0.85,0.49,0.37,4.39,4.94,3.83,469,838464,1443842,0,"DAL",29,17,10.6,1,0.1,0.9,0.6,0.3,5.9,94.1,83.3,50
"1434",1434,"Salah_Mejri","2017","DAL",72,28,44,12.3,4551.8,0.86,0.46,0.4,4.21,4.22,4.18,441,874636,1014746,0,"DAL",32,61,11.9,3.5,0.3,3.2,1.9,0.7,7.9,92.1,90.6,31.3
"1435",1435,"Salah_Mejri","2018","DAL",61,21,40,11.9,4579.4,0.87,0.46,0.41,4.37,4.49,4.23,369,1471382,0,1,"DAL",33,36,11.1,2.5,0.1,2.4,1.3,0.6,4.4,95.6,88.7,37.7
"1437",1437,"Sam_Dekker","2017","HOU",77,52,25,18.4,7444.9,1.41,0.74,0.67,4.6,5.09,4.15,322,1720560,1794600,0,"LAC",24,73,12.1,2,0.3,1.7,1,0.3,15.5,84.5,75.5,22.3
"1438",1438,"Sam_Dekker","2018","LAC",73,36,37,12.1,5036.1,0.95,0.51,0.45,4.74,5.27,4.27,323,1794600,2760095,0,"WAS",25,47,16.8,1.7,0.3,1.4,0.8,0.3,19,81,80,30
"1441",1441,"Sean_Kilpatrick","2017","BKN",69,14,55,25.1,9454.7,1.79,0.95,0.84,4.29,4.69,3.91,424,980431,1051245,0,"CHI",28,52,12.3,0.4,0,0.3,0.3,0.1,5.3,94.7,100,46.7
"1445",1445,"Semi_Ojeleye","2018","BOS",70,47,23,16.2,6298.3,1.19,0.65,0.55,4.43,4.71,4.14,429,1291892,1378242,0,"BOS",24,56,10.6,1.3,0.1,1.2,0.6,0.2,5.6,94.4,90,30
"1446",1446,"Semi_Ojeleye","2019","BOS",56,39,17,10.6,4399.8,0.83,0.45,0.38,4.38,4.89,3.9,433,1378242,1618520,0,"BOS",25,61,14.6,1.4,0,1.4,0.7,0.2,2.3,97.7,78.4,23.5
"1448",1448,"Serge_Ibaka","2017","TOR",79,37,42,30.7,10909.7,2.07,1.1,0.97,4.07,4.35,3.79,80,12250000,0,1,"TOR",28,76,27.5,4.9,0.9,4,2.5,0.9,18.1,81.9,88.4,33.5
"1449",1449,"Serge_Ibaka","2018","TOR",76,53,23,27.5,10161.9,1.92,1.04,0.88,4.22,4.57,3.88,40,20061729,21666667,0,"TOR",29,74,27.2,6.8,1.1,5.6,3.7,1.5,16.9,83.1,89.3,36
"1450",1450,"Serge_Ibaka","2019","TOR",74,53,21,27.2,10211.7,1.93,1.04,0.9,4,4.3,3.7,39,21666667,23271604,0,"TOR",30,50,27.5,5.8,0.6,5.2,3.4,1.6,10.6,89.4,92.9,43.4
"1454",1454,"Seth_Curry","2019","POR",74,49,25,18.9,7493.4,1.42,0.78,0.64,4.18,4.39,3.95,277,2795000,0,1,"DAL",29,59,24.5,0.3,0,0.3,0.2,0.1,0,100,85.7,35.7
"1456",1456,"Shabazz_Muhammad","2017","MIN",78,29,49,19.4,7372.9,1.4,0.72,0.68,4.33,4.38,4.28,253,3046299,0,1,"MIL",25,43,9.7,1,0.2,0.8,0.5,0.3,19,81,88.5,57.7
"1457",1457,"Shabazz_Napier","2017","POR",53,26,27,9.7,3522.7,0.67,0.37,0.29,4.16,4.55,3.72,365,1350120,2361360,0,"POR",26,74,20.8,0.5,0.1,0.5,0.3,0.1,10.8,89.2,95.2,28.6
"1458",1458,"Shabazz_Napier","2018","POR",74,46,28,20.8,7656.6,1.45,0.8,0.65,4.23,4.51,3.93,281,2361360,0,1,"BKN",27,56,17.6,0.5,0,0.5,0.3,0,3.6,96.4,94.4,11.1
"1459",1459,"Shabazz_Napier","2019","BKN",56,26,30,17.6,6922.9,1.31,0.72,0.59,4.17,4.5,3.82,343,1942422,1845301,0,"WAS",28,51,24.2,0.6,0,0.6,0.4,0.1,3.3,96.7,87.5,12.5
"1461",1461,"Shai_GilgeousAlexander","2019","LAC",82,48,34,26.5,11132.4,2.11,1.14,0.97,4.48,4.8,4.15,254,3375360,3952920,0,"OKC",21,63,35.1,0.7,0,0.7,0.4,0.2,0,100,96.2,38.5
"1465",1465,"Shaquille_Harrison","2019","CHI",72,20,52,19.7,8562.3,1.62,0.85,0.78,4.64,4.81,4.47,485,50000,0,1,"CHI",26,43,11.3,0.3,0.1,0.3,0.2,0.1,21.4,78.6,100,25
"1467",1467,"Shaun_Livingston","2017","GSW",76,63,13,17.7,6716.8,1.27,0.68,0.59,4.33,4.82,3.87,174,5782450,0,1,"GSW",32,71,15.9,0.8,0,0.8,0.5,0.1,3.5,96.5,83.7,23.3
"1468",1468,"Shaun_Livingston","2018","GSW",71,49,22,15.9,6200.5,1.17,0.62,0.55,4.47,5.01,3.99,142,7692308,8307692,0,"GSW",33,64,15.1,0.4,0.1,0.3,0.2,0,13,87,82.4,11.8
"1471",1471,"Shelvin_Mack","2017","UTA",55,34,21,21.9,8600.2,1.63,0.9,0.73,4.47,4.75,4.18,285,2433334,0,1,"ORL",28,69,19.8,1.2,0,1.2,0.8,0.1,1.2,98.8,89.8,13.6
"1472",1472,"Shelvin_Mack","2018","ORL",69,21,48,19.8,7806.5,1.48,0.8,0.68,4.54,4.92,4.16,176,6e+06,6e+06,0,"CHA",29,57,21.9,0.9,0,0.9,0.4,0.1,0,100,72.7,12.1
"1475",1475,"Sindarius_Thornwell","2018","LAC",73,36,37,15.8,6342.3,1.2,0.6,0.6,4.55,4.75,4.37,448,815615,1378242,0,"LAC",24,64,4.9,0.2,0,0.2,0.1,0,9.1,90.9,100,25
"1477",1477,"Skal_Labissiere","2017","SAC",33,9,24,18.5,6970.6,1.32,0.7,0.62,4.28,4.54,4.02,387,1188840,1242240,0,"SAC",22,60,20.7,4.7,1.1,3.6,2,0.8,22.9,77.1,81.6,32.7
"1478",1478,"Skal_Labissiere","2018","SAC",60,19,41,20.7,7967.5,1.51,0.8,0.71,4.42,4.65,4.19,398,1312611,1544951,0,"POR",23,22,8,2.1,0.2,1.9,0.8,0.2,8.7,91.3,78.3,21.7
"1479",1479,"Skal_Labissiere","2019","POR",22,12,10,8,3303.6,0.63,0.34,0.29,4.31,4.51,4.1,389,1544951,2338847,0,"ATL",24,33,17.2,2.7,0.5,2.2,1.4,0.4,16.9,83.1,88.9,25.9
"1480",1480,"Solomon_Hill","2017","NOP",80,34,46,29.7,10890.6,2.06,1.05,1.01,4.18,4.46,3.91,93,11241218,11747073,0,"NOP",27,12,15.6,1.8,0.1,1.8,1,0.1,4.5,95.5,80,6.7
"1481",1481,"Solomon_Hill","2018","NOP",12,8,4,15.6,5877.7,1.11,0.6,0.52,4.31,4.79,3.86,97,12236535,12752928,0,"NOP",28,44,20,1.8,0.1,1.6,0.8,0.1,7.7,92.3,77.3,9.1
"1482",1482,"Solomon_Hill","2019","NOP",44,14,30,20,8029.6,1.52,0.81,0.71,4.28,4.66,3.91,108,12252928,13258781,0,"MIA",29,54,18.4,1.8,0.1,1.7,0.9,0.2,5.1,94.9,90.9,23.6
"1484",1484,"Spencer_Dinwiddie","2018","BKN",78,27,51,28.9,10504.7,1.99,1.12,0.87,4.13,4.51,3.72,352,1524305,1656092,0,"BKN",26,68,28.1,1.1,0,1.1,0.7,0.2,0,100,89.8,24.5
"1485",1485,"Spencer_Dinwiddie","2019","BKN",68,36,32,28.1,10896.8,2.06,1.18,0.89,4.06,4.54,3.56,367,1656092,0,1,"BKN",27,64,31.2,0.9,0,0.9,0.6,0.1,1.6,98.4,90.7,16.3
"1488",1488,"Stanley_Johnson","2017","DET",77,35,42,17.8,6861.4,1.3,0.69,0.61,4.39,4.64,4.14,260,2969880,3097800,0,"DET",22,69,27.4,1.3,0.2,1.1,0.8,0.2,16.1,83.9,85.9,17.2
"1489",1489,"Stanley_Johnson","2018","DET",69,33,36,27.4,10304.9,1.95,1.01,0.94,4.29,4.43,4.15,248,3097800,3940402,0,"NOP",23,66,18.3,1.6,0.1,1.4,0.7,0.3,9.4,90.6,85.2,31.5
"1490",1490,"Stanley_Johnson","2019","NOP",66,28,38,18.3,7412.1,1.4,0.77,0.63,4.27,4.55,3.98,236,3940402,0,1,"TOR",24,20,4.8,0.3,0,0.3,0.2,0.1,0,100,100,25
"1493",1493,"Stephen_Curry","2017","GSW",79,65,14,33.4,13086.4,2.48,1.32,1.16,4.46,5.13,3.88,82,12112359,0,1,"GSW",30,51,32,1.2,0.2,1,0.8,0.3,16.9,83.1,87,32.6
"1494",1494,"Stephen_Curry","2018","GSW",51,41,10,32,12764.6,2.42,1.28,1.13,4.55,5.24,3.96,1,34682550,37457154,0,"GSW",31,69,33.8,1.3,0.3,1.1,0.7,0.3,19.6,80.4,75,29.4
"1495",1495,"Stephen_Curry","2019","GSW",69,52,17,33.8,13479.7,2.55,1.38,1.18,4.34,5.01,3.74,1,37457154,40231758,0,"GSW",32,5,27.9,0.6,0.2,0.4,0,0,33.3,66.7,0,0
"1498",1498,"Sterling_Brown","2018","MIL",54,26,28,14.4,5505.6,1.04,0.52,0.53,4.42,4.46,4.38,445,815615,1378242,0,"MIL",24,58,17.8,1.3,0.1,1.2,0.8,0.1,9.2,90.8,93.9,14.3
"1499",1499,"Sterling_Brown","2019","MIL",58,45,13,17.8,7473.4,1.42,0.72,0.69,4.43,4.57,4.3,424,1378242,1618520,0,"MIL",25,45,14.8,0.7,0.1,0.7,0.5,0.1,9.1,90.9,87.5,25
"1502",1502,"Steven_Adams","2017","OKC",80,47,33,29.9,10721.5,2.03,1.03,1,4.08,4.33,3.86,251,3140517,22471910,0,"OKC",24,76,32.7,11.5,5.8,5.7,5.9,2.4,50.7,49.3,82.1,33.3
"1503",1503,"Steven_Adams","2018","OKC",75,43,32,32.8,11779.2,2.23,1.1,1.13,4.09,4.22,3.98,33,22471910,24157303,0,"OKC",25,80,33.4,8.9,2.8,6.1,4.5,1.8,31.1,68.9,86.1,34.2
"1504",1504,"Steven_Adams","2019","OKC",79,46,33,33.3,12785.5,2.42,1.19,1.23,4.09,4.34,3.88,28,24157304,25842697,0,"OKC",26,58,27,5,1.2,3.8,2.9,1.4,23.4,76.6,88.9,44.2
"1506",1506,"TJ_McConnell","2017","PHI",81,27,54,26.3,10988.3,2.08,1.18,0.9,4.75,5.35,4.14,438,874636,0,1,"PHI",26,76,22.5,0.2,0,0.2,0.1,0,7.1,92.9,100,50
"1507",1507,"TJ_McConnell","2018","PHI",75,50,25,22.4,9434.6,1.79,0.97,0.82,4.78,5.24,4.32,375,1471382,1600520,0,"PHI",27,76,19.3,0.4,0,0.4,0.3,0.1,0,100,95.7,17.4
"1508",1508,"TJ_McConnell","2019","PHI",75,46,29,19.4,8567.4,1.62,0.88,0.74,4.7,5.09,4.31,382,1600520,0,1,"IND",28,63,18.9,0.3,0,0.3,0.2,0.1,0,100,86.7,26.7
"1510",1510,"TJ_Warren","2017","PHX",64,19,45,31.2,12013.3,2.28,1.17,1.11,4.39,4.63,4.16,301,2128920,3152931,0,"PHX",24,65,33,1.3,0.4,0.9,0.6,0.2,28.2,71.8,89.1,32.6
"1511",1511,"TJ_Warren","2018","PHX",65,18,47,33,12893.7,2.44,1.28,1.16,4.46,4.72,4.21,247,3152931,0,1,"PHX",25,43,31.6,4.2,0.1,4.1,1.2,0.3,1.7,98.3,89.8,20.3
"1512",1512,"TJ_Warren","2019","PHX",43,10,33,31.6,12420.9,2.35,1.26,1.09,4.18,4.44,3.91,115,11750000,10810000,0,"IND",26,61,32.5,0.9,0.1,0.8,0.5,0.1,7.1,92.9,93.3,30
"1514",1514,"Taj_Gibson","2017","OKC",78,41,37,25.5,9280.5,1.76,0.95,0.81,4.16,4.42,3.88,119,8950000,0,1,"MIN",33,82,33.2,6.9,1.3,5.5,3.3,1.1,19.3,80.7,85.1,29.8
"1515",1515,"Taj_Gibson","2018","MIN",82,47,35,33.3,12295.1,2.33,1.25,1.08,4.21,4.36,4.05,82,1.4e+07,1.4e+07,0,"MIN",34,70,24.1,4.5,1.3,3.2,1.9,0.9,28.3,71.4,77.3,37.2
"1516",1516,"Taj_Gibson","2019","MIN",70,32,38,24.1,9541.5,1.81,0.96,0.85,4.2,4.42,3.97,88,1.4e+07,0,1,"NYK",34,62,16.5,3.5,0.6,2.9,1.8,0.7,17.3,82.7,86.9,35.4
"1519",1519,"Tarik_Black","2017","LAL",67,24,43,16.3,6238.1,1.18,0.63,0.55,4.37,4.77,3.99,160,6191000,6655325,0,"HOU",26,51,10.5,4.1,1.3,2.8,2,0.8,30.9,69.1,81.7,31.7
"1523",1523,"Terrance_Ferguson","2018","OKC",59,37,22,12.6,4782.4,0.91,0.44,0.47,4.32,4.29,4.35,324,1785000,2118840,0,"OKC",21,74,26.1,1.2,0.1,1.1,0.8,0,4.6,95.4,87.7,4.6
"1524",1524,"Terrance_Ferguson","2019","OKC",73,43,30,26.1,10548.1,2,0.97,1.03,4.33,4.55,4.14,332,2118840,2475840,0,"OKC",22,50,23.4,0.5,0,0.5,0.3,0,3.8,96.2,76.5,5.9
"1527",1527,"Terrence_Ross","2017","ORL",77,38,39,25.1,9548.2,1.81,0.96,0.85,4.33,4.72,3.97,108,1e+07,10500000,0,"ORL",27,24,25,1.3,0,1.2,0.8,0.1,3.3,96.7,94.7,10.5
"1528",1528,"Terrence_Ross","2018","ORL",24,10,14,25,9966.4,1.89,0.97,0.92,4.55,4.89,4.25,115,10500000,10500000,0,"ORL",28,81,26.5,1,0.1,1,0.7,0.2,7.1,92.9,91.7,26.7
"1529",1529,"Terrence_Ross","2019","ORL",79,40,39,26.6,10833.2,2.05,1.14,0.91,4.31,4.73,3.88,128,10500000,0,1,"ORL",29,63,27.4,0.8,0,0.8,0.5,0.1,0,100,81.1,21.6
"1531",1531,"Terry_Rozier","2017","BOS",74,47,27,17.1,6770.1,1.28,0.7,0.59,4.51,4.87,4.15,314,1906440,1988520,0,"BOS",24,80,25.9,0.9,0.1,0.9,0.6,0.1,5.3,94.7,93.9,20.4
"1532",1532,"Terry_Rozier","2018","BOS",77,51,26,26,10344,1.96,1.08,0.88,4.53,4.88,4.17,314,1988520,3050390,0,"BOS",25,79,22.7,0.6,0,0.6,0.4,0.1,2.1,97.9,85.7,20
"1533",1533,"Terry_Rozier","2019","BOS",79,47,32,22.7,9386.4,1.78,0.95,0.82,4.41,4.74,4.08,267,3050390,0,1,"CHA",26,63,34.4,0.4,0,0.4,0.2,0.1,7.1,92.9,75,15
"1535",1535,"Thabo_Sefolosha","2017","ATL",62,32,30,25.7,9819.4,1.86,0.99,0.87,4.35,4.68,4.04,227,3850000,0,1,"UTA",34,38,21.2,3.3,0.3,3,1.6,0.5,9.7,90.3,83.6,23.3
"1536",1536,"Thabo_Sefolosha","2018","UTA",38,16,22,21.2,8133.7,1.54,0.85,0.7,4.38,4.74,4.01,191,5250000,5250000,0,"UTA",35,50,12.2,1.8,0.1,1.7,0.9,0.2,6.5,93.5,93.6,23.4
