"","name","height","weight","season","age.x","team.x","lg","pos","g","mp","per","ts","x3p_ar","f_tr","orb","drb","trb","ast","stl","blk","tov","usg","ows","dws","ws","ws_48","obpm","dbpm","bpm","vorp","x","team.y","gp.x","w.x","l.x","min.x","dist_miles","avg_speed","rk","salary_current","contract_year","team.x.x","age.y","gp.y","min.y","box_outs","off_box_outs","def_box_outs","team_reb_on_box_outs","player_reb_on_box_outs","x_box_outs_off","x_box_outs_def","x_team_reb_when_box_out","x_player_reb_when_box_out","team.y.y","w.y","l.y","min","pts","touches","front_ct_touches","time_of_poss","avg_sec_per_touch","avg_drib_per_touch","pts_per_touch","elbow_touches","post_ups","paint_touches","pts_per_elbow_touch","pts_per_post_touch","pts_per_paint_touch"
"790","Dante_Exum",77,190,"2019",23,"UTA","NBA","PG",42,664,11.2,0.516,0.257,0.357,2.7,8.3,5.5,24.1,1,0.6,15.7,21.3,0.2,0.7,1,0.069,-2,-0.1,-2.1,0,324,"UTA",41,21,20,15.8,1.31,4.61,138,9600000,0,"CLE",24,35,13.9,0.2,0,0.2,0.2,0,0,100,100,16.7,"CLE",10,25,13.9,4.5,19.3,9.6,1.2,3.6,2.85,0.236,0.2,0,0.5,0.857,0,0.778
"799","Derrick_Favors",81,265,"2017",25,"UTA","NBA","PF",50,1186,15.8,0.512,0.024,0.261,9.2,20.2,14.9,7.9,2,2.7,11.4,20.7,0.5,2.2,2.7,0.109,-1.2,1.2,-0.1,0.6,399,"UTA",50,33,17,23.7,1.63,4.15,96,11050000,0,"UTA",26,77,28,7.7,1.7,6,4.1,1.7,22.2,77.8,86.8,36.6,"UTA",46,31,28,12.3,51.5,32.4,1.2,1.36,0.31,0.238,4.8,1.8,7.7,0.597,0.304,0.963
"800","Derrick_Favors",81,265,"2018",26,"UTA","NBA","C",77,2153,18.8,0.593,0.09,0.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,4.5,3.5,8,0.179,0.9,0.7,1.5,1.9,400,"UTA",77,46,31,28,2.02,4.37,100,1.2e+07,1,"UTA",27,76,23.2,5.1,0.8,4.3,2.8,1.1,15.8,84.2,92.9,38.7,"UTA",46,29,23.2,11.7,40.3,24.7,0.9,1.29,0.3,0.29,3.5,1.1,8.4,0.605,0.456,0.924
"801","Derrick_Favors",81,265,"2019",27,"UTA","NBA","C",76,1766,21.8,0.624,0.126,0.368,12.9,21.3,17.2,8,1.5,4.8,10.5,19.4,4.4,3.5,7.9,0.215,1.8,1.5,3.3,2.4,401,"UTA",75,46,29,23.2,1.78,4.34,67,16900000,0,"NOP",28,45,24.2,4.7,0.6,4.2,2.8,1.5,12.2,87.8,92.6,49.6,"NOP",22,22,24,9.2,44.7,25,1,1.34,0.29,0.206,4,1.1,7.5,0.523,0.458,0.854
"803","Kay_Felder",69,176,"2017",21,"CLE","NBA","PG",42,386,11.4,0.462,0.139,0.31,0.9,10.5,5.9,22.7,2.3,1.5,14.3,24.2,-0.3,0.4,0.1,0.008,-3.1,0.7,-2.4,0,931,"CLE",42,25,17,9.2,0.69,4.52,481,543471,0,"DET",23,16,8.7,0.3,0,0.3,0.3,0.1,0,100,100,25,"DET",6,10,8.7,3.6,20.8,9.3,1.4,4.17,4.2,0.172,0,0,0.3,0,0,0
"806","Cristiano_Felicio",82,270,"2017",24,"CHI","NBA","C",66,1040,15.3,0.603,0,0.421,12.8,19.5,16.1,5.7,1.2,1.3,11.2,12.4,2.1,1.3,3.4,0.158,-0.6,-0.1,-0.7,0.3,277,"CHI",66,31,35,15.8,1.13,4.3,445,874636,1,"CHI",25,55,17.8,4.7,1.4,3.3,2.7,0.9,29.5,70.5,83.1,28.1,"CHI",13,42,17.8,5.6,21,15.9,0.7,1.87,0.6,0.266,2.9,1.3,4.1,0.34,0.338,0.749
"807","Cristiano_Felicio",82,270,"2018",25,"CHI","NBA","C",55,977,12.5,0.614,0.009,0.377,8.8,17.1,12.8,8.4,0.8,1,17.7,13.6,1.2,0.5,1.7,0.086,-2.8,-1.1,-3.9,-0.5,278,"CHI",55,13,42,17.8,1.32,4.49,141,7843500,0,"CHI",26,60,12.4,2.5,0.7,1.8,1.2,0.6,27.7,72.3,88,41,"CHI",16,44,12.4,4,20.9,11.6,0.6,1.71,0.47,0.191,2.1,0.4,3.1,0.488,0.36,0.766
"808","Cristiano_Felicio",82,270,"2019",26,"CHI","NBA","C",60,746,13.4,0.568,0.022,0.408,11.4,20.5,15.9,7.2,0.7,0.8,13.5,14.3,0.9,0.4,1.4,0.088,-2,-2.1,-4.1,-0.4,279,"CHI",60,16,44,12.4,0.94,4.26,152,8470980,0,"CHI",27,22,17.5,2.5,0.9,1.6,1.7,0.9,35.2,64.8,97.4,50,"CHI",6,16,17.5,3.9,22.8,12.5,0.7,1.73,0.46,0.171,1.1,0.1,3.8,0.52,0,0.735
"821","Raymond_Felton",73,205,"2017",32,"LAC","NBA","PG",80,1700,10.9,0.496,0.28,0.125,2.2,11.9,7.2,16.3,1.9,1.1,13.3,16.5,0.2,1.8,1.9,0.055,-2,0.7,-1.3,0.3,1355,"LAC",80,50,30,21.3,1.51,4.28,337,1551659,1,"OKC",34,82,16.6,1.1,0.1,1,0.7,0.1,5.7,94.3,89.6,16.4,"OKC",48,32,16.7,6.8,35.4,13.7,3.2,5.46,5.06,0.193,0.2,0,0.3,0.706,0,0.818
"822","Raymond_Felton",73,205,"2018",33,"OKC","NBA","PG",82,1365,13,0.494,0.417,0.08,2,11,6.3,22.5,1.8,1.1,11.7,20.4,0.9,1.3,2.2,0.078,-0.3,-0.3,-0.6,0.5,1356,"OKC",80,48,32,16.7,1.13,4.05,284,2328652,1,"OKC",35,33,11.5,0.4,0,0.3,0.2,0.1,8.3,91.7,85.7,28.6,"OKC",19,14,11.5,4.3,19.1,8.6,1.4,4.55,3.98,0.225,0.1,0,0.1,0,0,0
"824","Terrance_Ferguson",78,190,"2018",19,"OKC","NBA","SG",61,763,7.4,0.545,0.71,0.059,2.7,4.2,3.4,3.4,1.6,1.2,6,10.4,0.7,0.5,1.2,0.077,-3.2,-0.1,-3.3,-0.3,1523,"OKC",59,37,22,12.6,0.91,4.32,324,1785000,0,"OKC",21,74,26.1,1.2,0.1,1.1,0.8,0,4.6,95.4,87.7,4.6,"OKC",43,30,26.1,6.9,16.7,13.4,0.4,1.55,0.75,0.413,0.3,0,0.9,0.522,0,0.968
"825","Terrance_Ferguson",78,190,"2019",20,"OKC","NBA","SG",74,1931,6.4,0.566,0.673,0.118,1.7,6,3.8,4.8,1,0.7,9.4,10.6,1.2,1.6,2.8,0.07,-3.9,0.1,-3.8,-0.9,1524,"OKC",73,43,30,26.1,2,4.33,332,2118840,0,"OKC",22,50,23.4,0.5,0,0.5,0.3,0,3.8,96.2,76.5,5.9,"OKC",30,20,23.4,4.2,14.9,12.8,0.3,1.26,0.5,0.28,0.2,0,0.7,0.556,0,0.556
"828","Dorian_FinneySmith",79,220,"2017",23,"DAL","NBA","PF",81,1642,7.7,0.486,0.574,0.183,3.7,12.4,7.9,6,1.6,1.4,11.1,11.6,-0.1,1.5,1.4,0.041,-3.3,0.6,-2.6,-0.3,450,"DAL",80,32,48,20.4,1.47,4.34,479,543471,0,"DAL",25,21,21.3,1.5,0.1,1.4,0.8,0.2,6.3,93.8,81,23.8,"DAL",4,17,21.3,5.9,27.1,17.2,0.8,1.87,0.82,0.216,0.3,0.2,1.4,0.5,0,0.9
"829","Dorian_FinneySmith",79,220,"2018",24,"DAL","NBA","PF",21,448,7.6,0.482,0.554,0.124,5.3,13.6,9.3,8.4,1.1,0.8,14.1,15.1,-0.2,0.3,0.1,0.015,-3.8,-0.8,-4.6,-0.3,451,"DAL",21,4,17,21.4,1.57,4.44,426,1312611,0,"DAL",26,81,24.5,2.2,0.1,2,1.2,0.3,6.3,93.8,92.5,26.4,"DAL",33,48,24.5,7.5,30.8,19.6,1,1.85,0.86,0.243,0.8,0.2,2.6,0.365,0.267,0.724
"830","Dorian_FinneySmith",79,220,"2019",25,"DAL","NBA","SF",81,1985,11,0.53,0.481,0.195,7.5,13.4,10.5,6.9,1.7,1.5,11.4,14,1.2,2,3.3,0.079,-1.8,0.4,-1.4,0.3,452,"DAL",81,33,48,24.5,1.91,4.34,404,1544951,1,"DAL",27,64,29.7,1.8,0,1.8,1,0.4,0.9,99.1,98.4,39.1,"DAL",36,26,30,9.5,36.5,22.1,1.1,1.83,0.84,0.26,0.7,0,2.5,0.667,0.667,0.799
"832","Bryn_Forbes",74,190,"2017",23,"SAS","NBA","SG",36,285,5.9,0.462,0.535,0.061,0.8,8.2,4.6,11.7,0.2,0,9.8,17.9,-0.2,0.2,0.1,0.014,-3.9,-1.5,-5.4,-0.2,187,"SAS",35,24,11,8,0.57,4.32,462,543471,0,"SAS",24,80,19,1,0,1,0.6,0.1,1.2,98.8,82.1,10.7,"SAS",46,34,19,6.9,21.5,16.4,0.8,2.33,1.74,0.322,0.3,0,0.2,0.333,0,0.692
"833","Bryn_Forbes",74,190,"2018",24,"SAS","NBA","SG",80,1517,9.1,0.525,0.459,0.145,0.9,7.2,4,7.8,0.9,0.1,6.5,16.7,0.8,1.3,2.1,0.067,-2.5,-0.6,-3.1,-0.4,188,"SAS",80,46,34,19,1.4,4.43,418,1312611,1,"SAS",25,82,28,1.3,0,1.3,0.9,0.1,0,100,93.6,10.3,"SAS",48,34,28,11.8,37.6,20.1,2.3,3.59,3,0.314,0.1,0,0.1,0.857,0,0.8
"834","Bryn_Forbes",74,190,"2019",25,"SAS","NBA","SG",82,2293,12,0.586,0.522,0.099,0.9,10.4,5.7,10.6,1,0.1,8.8,17.4,2.5,1.3,3.8,0.079,-0.3,-0.9,-1.2,0.5,189,"SAS",82,48,34,28,2.12,4.3,265,3125000,0,"SAS",26,63,25.1,0.8,0,0.8,0.5,0,0,100,88.9,2.8,"SAS",26,36,25.2,11.4,28,21.8,1,2.16,1.33,0.408,0.1,0,0.2,0.333,0,0.364
"844","Tim_Frazier",72,170,"2017",26,"NOP","NBA","PG",65,1525,12.4,0.504,0.317,0.319,2.3,9.7,6,31.4,1.8,0.3,18,16.3,1,1.4,2.4,0.075,-2.5,-0.2,-2.7,-0.3,1554,"NOP",65,26,39,23.5,1.69,4.33,306,2090000,0,"WAS",27,59,14.2,0.6,0,0.6,0.3,0,5.6,94.4,87,8.7,"WAS",31,28,14.2,3,32.7,10,2.7,4.94,4.64,0.091,0.2,0,0.4,0.182,0,0.217
"845","Tim_Frazier",72,170,"2018",27,"WAS","NBA","PG",59,838,11.3,0.475,0.326,0.174,2.4,13.1,7.8,31.1,2.8,0.7,23.5,12.8,0.4,1,1.4,0.08,-2.8,1.8,-0.9,0.2,1555,"WAS",59,31,28,14.2,1.03,4.42,312,2e+06,1,"MIL",28,59,19,0.8,0.1,0.7,0.4,0.1,13,87,74.2,9.7,"MIL",27,32,19,5.3,44.8,17.1,3.1,4.11,3.65,0.117,0.4,0,1,0.391,0,0.633
"846","Tim_Frazier",72,170,"2019",28,"TOT","NBA","PG",59,1120,11.7,0.544,0.387,0.207,3.9,11.5,7.7,27.6,1.2,0.4,21.1,13.3,1.3,0.7,2,0.084,-1.4,-0.4,-1.8,0.1,1556,"MIL",59,27,32,19,1.48,4.37,388,1567007,1,"DET",29,27,13.1,0.3,0,0.3,0.3,0,0,100,87.5,12.5,"DET",9,17,13.6,3.7,34.9,10.8,3.3,5.62,5.17,0.105,0.3,0,0.6,0.222,0,0.625
"852","Langston_Galloway",73,200,"2017",25,"TOT","NBA","PG",74,1495,10.4,0.51,0.565,0.117,2,9.3,5.6,9.4,1.5,0.3,7.4,18.4,0.2,1.1,1.3,0.04,-1.5,-0.7,-2.3,-0.1,1036,"SAC",74,29,45,20.2,1.43,4.25,191,5200000,0,"DET",26,58,14.9,0.7,0,0.7,0.4,0.1,0,100,91.3,17.4,"DET",28,30,14.9,6.2,20.5,13.4,1.1,3.11,2.56,0.303,0.2,0,0.3,0.429,0,0.563
"853","Langston_Galloway",73,200,"2018",26,"DET","NBA","SG",58,863,12.2,0.503,0.641,0.121,1.6,10.3,5.9,10.1,2,0.5,4.8,19.3,0.5,0.9,1.4,0.08,-0.2,0.2,0.1,0.5,1037,"DET",58,28,30,14.9,1.11,4.49,160,6666667,0,"DET",27,80,21.8,0.7,0,0.7,0.4,0,5.1,94.9,91.7,2.8,"DET",41,39,21.8,8.4,23.9,19.3,0.7,1.82,1.2,0.351,0.2,0,0.5,0.611,0,0.256
"854","Langston_Galloway",73,200,"2019",27,"DET","NBA","SG",80,1745,10.7,0.534,0.647,0.164,3,7.9,5.4,7.3,1,0.4,3.7,16.1,2.1,1.3,3.4,0.094,-0.9,-0.6,-1.5,0.2,1038,"DET",80,41,39,21.8,1.71,4.4,175,7e+06,0,"DET",28,66,25.8,0.6,0,0.6,0.4,0.1,2.7,97.3,86.2,17.2,"DET",20,45,25.9,10.4,27.2,21.1,0.9,2,1.32,0.381,0.4,0,0.4,0.655,0,0.333
"867","Rudy_Gay",80,230,"2017",30,"SAC","NBA","SF",30,1013,17.9,0.559,0.256,0.312,4,17.5,10.8,14.1,2.2,2.3,12.8,25.8,0.8,1,1.8,0.087,1.4,0.5,1.9,1,1411,"SAC",30,11,19,33.8,2.36,4.21,68,13333333,0,"SAS",31,57,21.6,2.8,0.6,2.1,1.5,0.6,22.3,77.7,84,32,"SAS",36,21,21.6,11.5,40.1,21.9,1.6,2.44,1.39,0.287,1.6,3.1,2.3,0.404,0.701,0.955
"868","Rudy_Gay",80,230,"2018",31,"SAS","NBA","PF",57,1231,18,0.545,0.22,0.27,6.8,19.5,13.1,9.8,1.9,2.6,11.5,24.6,1,2.1,3.1,0.122,0.2,0.6,0.8,0.9,1412,"SAS",57,36,21,21.6,1.57,4.38,135,8406000,0,"SAS",32,69,26.7,2.7,0.2,2.5,1.6,0.6,6.9,93.1,94.8,37.1,"SAS",42,27,26.7,13.7,49.2,24.8,2.3,2.85,1.71,0.279,0.9,2.4,1.6,0.397,0.673,0.872
"869","Rudy_Gay",80,230,"2019",32,"SAS","NBA","PF",69,1842,17.5,0.583,0.247,0.197,3.8,23.9,13.9,14.7,1.4,1.6,12.3,22.1,2.2,2.2,4.4,0.115,0.8,0.6,1.4,1.6,1413,"SAS",69,42,27,26.7,1.96,4.18,131,10087200,1,"SAS",33,60,21.5,1.8,0.1,1.7,0.9,0.5,5.6,94.4,87.7,46.2,"SAS",24,35,21.3,10,36.2,18.7,1.4,2.37,1.25,0.277,0.7,1.5,1.4,0.548,0.5,1.038
"877","Paul_George",80,220,"2017",26,"IND","NBA","SF",75,2689,20.2,0.587,0.368,0.277,2.5,17.9,10.3,16.1,2.2,0.9,12.7,28.9,3.9,3.1,7.1,0.126,3,0.1,3.1,3.4,1318,"IND",74,39,35,35.9,2.5,4.17,32,18314532,0,"OKC",28,79,36.6,2.8,0.2,2.6,1.8,0.4,8.5,91.5,89.5,21.6,"OKC",47,31,36.6,22,56.7,37.7,2.8,2.99,2.29,0.388,0.9,1,1.7,0.486,0.403,0.699
"878","Paul_George",80,220,"2018",27,"OKC","NBA","SF",79,2891,18.7,0.57,0.454,0.307,2.7,14.9,8.6,14.5,2.8,1.2,12.2,25.7,5,3.9,8.9,0.147,2.3,0.6,2.9,3.6,1319,"OKC",78,47,31,36.6,2.56,4.21,43,19508958,0,"OKC",29,77,36.9,1.9,0.1,1.8,1.2,0.4,4.1,95.9,91.1,31.7,"OKC",45,31,36.9,28,59.7,36.2,3.4,3.39,2.64,0.469,2.1,1.5,2.1,0.764,0.586,0.801
"879","Paul_George",80,220,"2019",28,"OKC","NBA","SF",77,2841,23.3,0.583,0.469,0.335,3.7,19.6,11.4,17.7,2.8,1,10,29.5,7,4.9,11.9,0.201,5.6,1.6,7.2,6.6,1320,"OKC",76,45,31,36.9,2.69,4.09,8,30560700,0,"LAC",30,42,29.1,1.2,0,1.2,0.8,0.2,2,98,88.9,25,"LAC",30,12,29.1,21,51.6,28.9,3,3.52,2.86,0.406,0.9,1.5,0.7,0.568,0.286,0.607
"881","Marcus_GeorgesHunt",77,216,"2017",22,"ORL","NBA","SG",5,48,10.2,0.614,0.286,1.429,2.2,18.7,10.2,8.3,1,0,14.9,12.3,0.1,0,0.1,0.107,-4,-0.5,-4.5,0,1109,"ORL",5,2,3,9.5,0.66,4.18,551,25000,1,"MIN",24,42,5.3,0.4,0.1,0.4,0.2,0,16.7,83.3,87.5,12.5,"MIN",24,18,5.3,1.4,4.1,3,0.2,3.02,2.05,0.341,0,0,0.1,1,0,0.4
"883","Jonathan_Gibson",74,185,"2017",29,"DAL","NBA","PG",17,231,9.5,0.492,0.474,0.305,0.5,11.1,5.5,18.8,1.8,0,16.3,26.3,-0.3,0.2,-0.1,-0.03,-3.1,-0.7,-3.7,-0.1,844,"DAL",17,4,13,13.6,0.99,4.4,487,469943,1,"BOS",30,4,10,0.3,0,0.3,0,0,0,100,0,0,"BOS",2,2,10,8.5,14.3,8,0.8,3.2,2.63,0.596,0.5,0,0.3,1,0,2
"884","Jonathan_Gibson",74,185,"2017",29,"DAL","NBA","PG",17,231,9.5,0.492,0.474,0.305,0.5,11.1,5.5,18.8,1.8,0,16.3,26.3,-0.3,0.2,-0.1,-0.03,-3.1,-0.7,-3.7,-0.1,845,"DAL",17,4,13,13.6,0.99,4.4,478,543471,1,"BOS",30,4,10,0.3,0,0.3,0,0,0,100,0,0,"BOS",2,2,10,8.5,14.3,8,0.8,3.2,2.63,0.596,0.5,0,0.3,1,0,2
"893","Taj_Gibson",81,225,"2017",31,"TOT","NBA","PF",78,1989,15,0.543,0.018,0.223,8.6,17.9,13.2,5.9,1,2.6,11.9,19.3,1.6,2.5,4,0.097,-1.1,-0.4,-1.5,0.2,1514,"OKC",78,41,37,25.5,1.76,4.16,119,8950000,1,"MIN",33,82,33.2,6.9,1.3,5.5,3.3,1.1,19.3,80.7,85.1,29.8,"MIN",47,35,33.2,12.2,49.8,27.2,1.2,1.48,0.56,0.245,3.8,2.7,7.1,0.519,0.628,0.91
"894","Taj_Gibson",81,225,"2018",32,"MIN","NBA","PF",82,2726,15.4,0.61,0.047,0.251,8.1,16.7,12.4,5.2,1.1,1.9,9.8,14.7,5.4,1.7,7.2,0.126,0.1,-0.7,-0.5,1,1515,"MIN",82,47,35,33.3,2.33,4.21,82,1.4e+07,0,"MIN",34,70,24.1,4.5,1.3,3.2,1.9,0.9,28.3,71.4,77.3,37.2,"MIN",32,38,24.1,10.8,39.4,21.5,1.1,1.61,0.7,0.273,3.1,3,6.2,0.558,0.603,0.966
"895","Taj_Gibson",81,225,"2019",33,"MIN","NBA","PF",70,1686,17.8,0.612,0.063,0.33,10.8,18.3,14.5,7.3,1.5,2,10.6,17.2,3.7,1.4,5.1,0.144,0.3,-0.4,-0.1,0.8,1516,"MIN",70,32,38,24.1,1.81,4.2,88,1.4e+07,1,"NYK",34,62,16.5,3.5,0.6,2.9,1.8,0.7,17.3,82.7,86.9,35.4,"NYK",21,41,16.5,6.1,26.7,15.1,0.7,1.51,0.56,0.229,2.2,0.9,3.9,0.511,0.782,0.959
"899","Shai_GilgeousAlexander",77,181,"2019",20,"LAC","NBA","PG",82,2174,13.4,0.554,0.194,0.272,2.9,8.3,5.7,17.8,2.1,1.6,15,18.3,1.5,1.9,3.3,0.074,-0.9,0.4,-0.5,0.8,1461,"LAC",82,48,34,26.5,2.11,4.48,254,3375360,0,"OKC",21,63,35.1,0.7,0,0.7,0.4,0.2,0,100,96.2,38.5,"OKC",39,24,35.1,19.3,60.3,31.6,3.9,3.89,3.51,0.32,0.5,0,0.8,0.818,1,0.84
"910","Aaron_Gordon",80,220,"2017",21,"ORL","NBA","SF",80,2298,14.5,0.53,0.309,0.251,5.3,14.1,9.6,10.5,1.4,1.4,8.5,20.1,2,1.7,3.7,0.077,-0.3,-0.7,-1,0.6,2,"ORL",80,29,51,28.7,2.13,4.45,210,4351320,0,"ORL",22,58,32.9,2.7,0.2,2.5,1.3,0.4,7,93,85.2,23.9,"ORL",19,39,32.9,17.6,59.9,31.8,2.4,2.44,1.65,0.294,1.8,2.3,3.9,0.673,0.458,0.974
"911","Aaron_Gordon",80,220,"2018",22,"ORL","NBA","PF",58,1909,16.5,0.53,0.395,0.26,5,21.5,13.2,11.7,1.5,1.9,10,24.7,0.9,2,2.9,0.072,0.9,-0.6,0.3,1.1,3,"ORL",58,19,39,32.9,2.42,4.46,188,5504420,1,"ORL",23,78,33.8,2.4,0.2,2.2,1.1,0.4,9.1,90.9,85.6,28.8,"ORL",38,38,33.8,16.2,54.5,32.7,2.4,2.62,1.76,0.297,2.6,2.9,4.3,0.424,0.511,0.906
"912","Aaron_Gordon",80,220,"2019",23,"ORL","NBA","PF",78,2633,15.1,0.538,0.332,0.242,5.2,18.4,11.7,16.6,1.1,1.8,12.3,21.8,1.8,3.3,5.1,0.093,0.3,0.3,0.6,1.7,4,"ORL",76,38,38,33.8,2.56,4.28,40,21590909,0,"ORL",24,58,33,1.1,0.2,0.9,0.7,0.4,21.5,78.5,95.1,51.2,"ORL",28,30,33,14.4,53.1,29.8,2.6,2.88,1.9,0.27,1.8,3.1,4.4,0.383,0.519,1.004
"922","Eric_Gordon",75,215,"2017",28,"HOU","NBA","SG",75,2323,13.2,0.557,0.651,0.172,1.4,8.1,4.7,12.3,1,1.4,10,22.1,2.5,1.4,3.8,0.079,1.3,-1.4,-0.1,1.1,515,"HOU",75,50,25,31,2.06,4,79,12385364,0,"HOU",29,69,31.2,1.4,0,1.4,0.8,0.1,1.1,98.9,83.1,12.3,"HOU",55,14,31.2,18,40.2,25.3,2,2.95,2.46,0.448,0.3,0.1,0.7,0.55,0.5,0.844
"923","Eric_Gordon",75,215,"2018",29,"HOU","NBA","SG",69,2154,15.2,0.578,0.627,0.248,1.3,7.5,4.4,11.7,1,1.1,10.8,24.7,2.9,1.8,4.7,0.105,2,-1.6,0.4,1.3,516,"HOU",69,55,14,31.2,2.04,3.94,90,12943020,0,"HOU",30,68,31.7,1.6,0,1.6,1,0.1,0.9,99.1,90.8,10.5,"HOU",44,24,31.7,16.2,38.8,24.1,1.7,2.64,2.01,0.418,0.3,0.1,0.6,0.611,0.8,1.048
"924","Eric_Gordon",75,215,"2019",30,"HOU","NBA","SG",68,2158,12.2,0.549,0.64,0.162,0.9,6.9,3.8,9.4,0.9,1.1,8.2,22,1.7,1,2.6,0.059,0.5,-1.8,-1.3,0.4,517,"HOU",68,44,24,31.7,2.11,3.75,95,13500375,0,"HOU",31,34,28.6,1.1,0,1.1,0.7,0.2,0,100,96,28,"HOU",21,13,28.6,14.5,34.9,22.2,1.5,2.65,2.06,0.417,0.3,0.2,0.4,1.222,0.625,0.6
"928","Treveon_Graham",77,223,"2017",23,"CHO","NBA","SG",27,189,10.6,0.612,0.375,0.375,2.9,10,6.4,4.7,1.6,0.5,6,11.8,0.3,0.2,0.4,0.108,-1.8,0.8,-1,0.1,1587,"CHA",27,10,17,7,0.52,4.45,482,543471,0,"CHA",24,63,16.7,2.3,0.3,2,1.1,0.3,13.2,86.8,91.1,26.6,"CHA",28,35,16.7,4.3,19.5,11.7,0.5,1.68,0.83,0.223,0.3,0.1,0.9,0.35,0,0.673
"929","Treveon_Graham",77,223,"2018",24,"CHO","NBA","SG",63,1050,9,0.553,0.439,0.267,4.3,8.3,6.2,7.8,1.5,0.2,9.9,11.3,1.1,0.7,1.8,0.08,-2.8,0.1,-2.7,-0.2,1588,"CHA",63,28,35,16.7,1.27,4.59,427,1312611,1,"BKN",25,35,20.4,2.6,0.2,2.4,1.5,0.2,8.8,91.2,89.7,12.1,"BKN",19,16,20.4,5.3,28.4,14.3,0.8,1.65,0.75,0.185,0.1,0.1,1,0,0,0.324
"930","Treveon_Graham",77,223,"2019",25,"BRK","NBA","SG",35,715,6.1,0.458,0.67,0.115,3.4,12.3,7.9,6.5,0.9,0.8,7.8,12.8,-0.1,0.6,0.5,0.033,-3.7,0,-3.7,-0.3,1589,"BKN",35,19,16,20.4,1.61,4.45,410,1512601,0,"ATL",26,55,16.9,1.2,0.2,1,0.6,0.3,17.6,82.4,77.5,35,"ATL",21,34,16.9,4.4,21.9,12.3,0.7,1.83,0.87,0.202,0.2,0.1,1.3,0.667,0.5,0.667
"934","Jerami_Grant",80,214,"2017",22,"TOT","NBA","PF",80,1531,10.1,0.556,0.354,0.448,2.7,12.1,7.4,4.2,1.1,4.1,10.1,12.1,1.1,1.8,2.9,0.091,-2.1,0.8,-1.3,0.3,766,"OKC",80,43,37,19.1,1.37,4.31,418,980431,0,"OKC",24,81,20.3,4.1,0.3,3.8,1.6,0.4,6.7,93,82.5,20.8,"OKC",48,32,20.3,8.4,30.9,16.6,0.8,1.58,0.56,0.272,1.8,1,3.2,0.676,0.608,0.843
"935","Jerami_Grant",80,214,"2018",23,"OKC","NBA","PF",81,1647,16.2,0.607,0.241,0.526,5.6,16.3,10.7,5.1,0.9,4.2,8.8,16,3.5,1.9,5.4,0.156,0,0.3,0.3,1,767,"OKC",80,48,32,20.3,1.48,4.37,346,1524305,1,"OKC",25,80,32.7,5.1,0.2,4.9,2.2,0.4,3.7,96.1,94.1,17.3,"OKC",47,32,32.6,13.7,50.5,21.1,1.1,1.32,0.45,0.271,2.1,1.4,3.8,0.679,0.676,0.941
"936","Jerami_Grant",80,214,"2019",24,"OKC","NBA","PF",80,2612,13.8,0.592,0.356,0.269,3.7,13.1,8.2,4.2,1.1,3.2,6.8,15.4,4,3.3,7.3,0.134,-0.4,0.6,0.2,1.5,768,"OKC",79,47,32,32.6,2.5,4.31,146,8653847,0,"DEN",26,64,26.2,2.1,0.2,1.9,0.9,0.2,8.8,91.2,85.3,17.6,"DEN",42,22,26.2,11.6,36.3,22.4,1,1.72,0.68,0.32,1,1.3,2.8,0.582,0.65,0.972
"948","Danny_Green",78,215,"2017",29,"SAS","NBA","SG",68,1807,10.1,0.537,0.693,0.071,2,11.8,7,9.6,2,2.6,14.1,13.5,0.4,3,3.4,0.09,-1,1.9,0.8,1.3,316,"SAS",67,51,16,26.5,1.98,4.49,109,1e+07,0,"SAS",31,70,25.6,1.8,0.2,1.6,0.9,0.2,9.7,90.3,89.2,17.6,"SAS",40,30,25.6,8.6,38.6,26,1.3,2.07,1.14,0.222,0.5,0,0.9,0.5,0,0.656
"949","Danny_Green",78,215,"2018",30,"SAS","NBA","SG",70,1791,11.4,0.509,0.57,0.116,2.5,13,7.7,8.9,1.8,3.7,11.2,16.6,0.1,2.9,2.9,0.078,-1,1.4,0.4,1.1,317,"SAS",70,40,30,25.6,1.96,4.62,123,1e+07,0,"TOR",32,80,27.7,1.6,0.1,1.5,1,0.1,9.2,90.8,84.6,13.2,"TOR",56,24,27.7,10.3,34.8,21.7,1,1.78,1.02,0.295,0.3,0.5,1,0.565,0.324,0.766
"950","Danny_Green",78,215,"2019",31,"TOR","NBA","SG",80,2216,13,0.632,0.69,0.07,3,12.2,7.7,7.7,1.6,2,10.4,14.1,3,2.9,5.9,0.128,1.1,0.8,2,2.2,318,"TOR",80,56,24,27.7,2.22,4.5,134,1e+07,1,"LAL",32,61,25.1,1.1,0.1,0.9,0.7,0.1,14.1,85.9,84.3,17.6,"LAL",48,13,25.1,8.2,37.6,21,1,1.63,0.74,0.219,0.4,0,1.1,0.346,0,0.786
