"","x","name","season","team.x","gp.x","w.x","l.x","min.x","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","rk","salary_current","salary_next","contract_year","team.y","gp.y","w.y","l.y","min.y","pts","touches","front_ct_touches","time_of_poss","avg_sec_per_touch","avg_drib_per_touch","pts_per_touch","elbow_touches","post_ups","paint_touches","pts_per_elbow_touch","pts_per_post_touch","pts_per_paint_touch"
"86",86,"Anthony_Davis","2017","NOP",75,31,44,36.1,12574.2,2.38,1.24,1.15,3.96,4.33,3.64,16,22116750,23775506,0,"NOP",75,45,30,36.4,28.1,71.7,43.9,2.3,1.93,0.85,0.392,4.4,6.4,10.1,0.681,0.614,1.153
"87",87,"Anthony_Davis","2018","NOP",75,45,30,36.4,12633.8,2.39,1.24,1.15,3.96,4.31,3.64,22,23775506,25434263,0,"NOP",56,25,31,33,25.9,73.7,45.7,2.6,2.11,1.04,0.352,3.8,7,8.9,0.617,0.543,1.117
"88",88,"Anthony_Davis","2019","NOP",56,25,31,33,12060.3,2.28,1.19,1.09,3.9,4.24,3.57,24,25434263,27093019,0,"LAL",55,43,12,34.3,26.7,64.5,42,2.5,2.33,1.11,0.413,3.4,9,7.6,0.654,0.519,1.11
"91",91,"Anthony_Tolliver","2017","SAC",65,26,39,22.7,8589,1.63,0.9,0.73,4.3,4.62,3.98,130,8e+06,8e+06,0,"DET",79,37,42,22.2,8.9,46.1,20.4,1,1.34,0.28,0.193,0.7,0.1,1,0.107,0.667,0.772
"92",92,"Anthony_Tolliver","2018","DET",79,37,42,22.2,8857.7,1.68,0.95,0.73,4.55,5.18,3.92,313,2e+06,0,1,"MIN",65,27,38,16.6,5,22.2,12.2,0.5,1.37,0.32,0.226,0.4,0.2,0.7,0.32,0.125,0.512
"93",93,"Anthony_Tolliver","2018","DET",79,37,42,22.2,8857.7,1.68,0.95,0.73,4.55,5.18,3.92,243,3290000,0,1,"MIN",65,27,38,16.6,5,22.2,12.2,0.5,1.37,0.32,0.226,0.4,0.2,0.7,0.32,0.125,0.512
"94",94,"Anthony_Tolliver","2019","MIN",65,27,38,16.6,6815.9,1.29,0.73,0.56,4.32,4.8,3.82,195,5750000,0,1,"MEM",47,22,25,15.6,3.5,18.7,10.3,0.4,1.41,0.32,0.188,0.6,0.1,0.9,0.143,0,0.545
"101",101,"Aron_Baynes","2017","DET",75,34,41,15.5,5512.6,1.04,0.53,0.51,4.05,4.13,3.96,155,6500000,6500000,0,"BOS",78,51,27,18.4,5.9,28.2,19.1,0.7,1.54,0.38,0.21,3,1.4,4.6,0.333,0.541,0.704
"102",102,"Aron_Baynes","2018","BOS",78,51,27,18.4,6630.8,1.26,0.65,0.61,4.11,4.22,4,214,4328000,0,1,"BOS",51,32,19,16.1,5.6,23.8,15.3,0.5,1.33,0.28,0.234,1.4,0.6,3.8,0.6,0.483,0.796
"103",103,"Aron_Baynes","2019","BOS",51,32,19,16.1,6046.8,1.15,0.59,0.56,4.02,4.18,3.86,210,5193600,5453280,0,"PHX",41,19,22,22.3,11.4,35.9,23.4,0.9,1.44,0.33,0.318,2.7,1.2,5.2,0.505,0.813,0.948
"105",105,"Arron_Afflalo","2017","SAC",61,23,38,25.9,9298.4,1.76,0.97,0.79,4.09,4.29,3.88,75,12500000,12500000,0,"ORL",53,16,37,12.9,3.4,14.1,10.9,0.5,2.03,1.01,0.24,0.3,1.1,0.2,0.667,0.345,0.4
"108",108,"Austin_Rivers","2017","LAC",74,43,31,27.8,10180.5,1.93,1.03,0.9,4.18,4.37,3.98,99,1.1e+07,11825000,0,"LAC",61,30,31,33.7,15.1,68.9,33,5.2,4.52,4.03,0.219,0.6,0,1,0.649,0,0.65
"109",109,"Austin_Rivers","2018","LAC",61,30,31,33.7,12692.3,2.4,1.31,1.09,4.28,4.6,3.95,102,11825000,12650000,0,"HOU",76,45,31,26.7,8.1,34.2,18.7,2.1,3.73,3.12,0.238,0.2,0.1,0.5,0.167,0,0.243
"110",110,"Austin_Rivers","2019","HOU",76,45,31,26.7,10165.3,1.93,1,0.92,4.05,4.22,3.89,102,12650000,0,1,"HOU",60,39,21,23.4,8.5,30.2,16.7,1.6,3.23,2.63,0.279,0.2,0,0.5,0.545,0,0.536
"112",112,"Avery_Bradley","2017","BOS",55,34,21,33.4,12604,2.39,1.23,1.16,4.3,4.47,4.14,124,8269663,8808989,0,"LAC",46,22,24,31.2,14.3,40.3,34.8,1.4,2.08,1.33,0.354,1.2,0,1.4,0.434,2,0.848
"113",113,"Avery_Bradley","2018","LAC",46,22,24,31.1,12267.7,2.32,1.22,1.11,4.5,4.69,4.31,133,8808989,0,1,"MEM",63,31,32,30.2,9.9,35.1,26,1.4,2.35,1.97,0.283,1,0,1.4,0.212,0,0.791
"114",114,"Avery_Bradley","2019","MEM",63,31,32,30.3,12312.4,2.33,1.2,1.13,4.32,4.42,4.23,112,1.2e+07,12960000,0,"LAL",49,36,13,24.2,8.6,28.5,19.1,1,2.13,1.62,0.303,0.4,0,1.2,0.4,0,0.814
"117",117,"Bam_Adebayo","2018","MIA",68,33,35,19.8,7179.4,1.36,0.71,0.65,4.12,4.17,4.06,273,2490360,2955840,0,"MIA",82,39,43,23.3,8.9,34.5,22.2,1.2,2.08,0.92,0.258,4.3,1.9,5.9,0.263,0.222,0.913
"118",118,"Bam_Adebayo","2019","MIA",82,39,43,23.3,9077.3,1.72,0.92,0.8,4.11,4.34,3.88,271,2955840,3454080,0,"MIA",64,41,23,34.4,16.3,66.5,40.1,3,2.72,1.45,0.244,7.9,3.1,8.1,0.483,0.348,0.83
"122",122,"Ben_McLemore","2017","SAC",61,27,34,19.3,7621.1,1.44,0.78,0.66,4.5,4.75,4.24,216,4008882,0,1,"MEM",56,7,49,19.5,7.5,27.9,19,0.9,1.91,1.13,0.27,0.9,0,1.4,0.48,0,0.775
"123",123,"Ben_McLemore","2018","MEM",56,7,49,19.5,7865.2,1.49,0.8,0.69,4.64,4.97,4.32,193,5200000,5460000,0,"SAC",19,7,12,8.3,3.9,12.1,7,0.3,1.62,0.7,0.328,0.2,0,0.5,0.667,0,0.4
"124",124,"Ben_McLemore","2019","SAC",19,7,12,8.3,3751.1,0.71,0.37,0.34,4.74,5.01,4.48,199,5460000,0,1,"HOU",63,40,23,22.8,9.8,26.5,15.8,0.6,1.36,0.53,0.371,0.4,0,0.7,1.074,0,1.136
"126",126,"Ben_Simmons","2018","PHI",80,51,29,33.8,13386.2,2.54,1.38,1.15,4.51,5.12,3.94,170,6168840,6434520,0,"PHI",78,50,28,34.2,16.9,87.1,27.1,6.4,4.4,3.39,0.194,3,4.4,6,0.374,0.45,0.82
"127",127,"Ben_Simmons","2019","PHI",78,50,28,34.1,13377.6,2.53,1.4,1.13,4.17,4.69,3.66,184,6434520,8113930,0,"PHI",54,33,21,35.7,16.7,92.2,30.1,7.2,4.7,3.8,0.181,2.8,3.7,5.8,0.447,0.371,0.856
"130",130,"Bismack_Biyombo","2017","ORL",81,29,52,22.1,8065.1,1.53,0.8,0.72,4.15,4.34,3.96,41,1.7e+07,1.7e+07,0,"ORL",82,25,57,18.2,5.7,30.3,15.1,0.8,1.52,0.28,0.189,2.9,0.5,5.3,0.295,0.579,0.727
"131",131,"Bismack_Biyombo","2018","ORL",82,25,57,18.2,6687.4,1.27,0.67,0.6,4.2,4.41,3.99,61,1.7e+07,1.7e+07,0,"CHA",54,24,30,14.5,4.4,24.9,12.4,0.6,1.48,0.35,0.176,1.7,0.1,4,0.484,0.5,0.866
"132",132,"Bismack_Biyombo","2019","CHA",54,24,30,14.5,5660.2,1.07,0.58,0.49,4.21,4.5,3.9,66,1.7e+07,1.7e+07,0,"CHA",52,18,34,19.6,7.6,33.3,18.7,0.8,1.44,0.31,0.227,2.6,0.6,7.1,0.485,0.625,0.747
"134",134,"Blake_Griffin","2017","LAC",61,40,21,34,11390.4,2.16,1.14,1.02,3.81,4,3.62,28,20140838,21373950,0,"DET",58,28,30,34,21.4,86.3,51,4,2.81,1.95,0.248,3.9,6.4,3.2,0.384,0.436,0.76
"135",135,"Blake_Griffin","2018","DET",58,28,30,34,11369.7,2.15,1.16,1,3.83,4.08,3.57,5,29512900,31873932,0,"DET",75,39,36,35,24.5,88.5,54.3,4.8,3.26,2.38,0.277,2.1,8.4,2.8,0.387,0.432,0.831
"136",136,"Blake_Griffin","2019","DET",75,39,36,35,12100.4,2.29,1.3,0.99,3.71,3.97,3.42,5,32088932,34234964,0,"DET",17,8,9,28.4,15.8,62.3,40.8,2.8,2.74,1.93,0.254,0.9,4.1,2.3,0.5,0.486,0.59
"138",138,"Boban_Marjanovic","2017","DET",35,16,19,8.4,2912.6,0.55,0.29,0.26,3.96,4.1,3.83,148,7e+06,7e+06,0,"LAC",39,18,21,8.7,6,13.3,8.8,0.4,1.65,0.36,0.453,1.1,3.2,4.5,0.244,0.635,0.943
"139",139,"Boban_Marjanovic","2018","LAC",39,18,21,8.7,3170.4,0.6,0.31,0.29,4.17,4.43,3.92,156,7e+06,7e+06,0,"PHI",58,31,27,11.7,7.3,21.8,13.7,0.6,1.61,0.46,0.334,2.2,2.1,5.2,0.449,0.689,1.12
"140",140,"Boban_Marjanovic","2019","PHI",58,31,27,11.7,4503.1,0.85,0.45,0.4,4.08,4.33,3.83,178,7e+06,0,1,"DAL",37,19,18,9.1,6.3,16.1,9.9,0.4,1.58,0.41,0.389,1.1,2.1,4.1,0.55,0.603,1.118
"141",141,"Bobby_Brown","2017","HOU",25,18,7,4.9,1709.9,0.32,0.17,0.15,3.96,4.22,3.69,420,980431,0,1,"HOU",20,17,3,5.7,2.5,12,6.5,0.9,4.41,3.91,0.209,0.1,0,0,0,0,0
"142",142,"Bobby_Portis","2017","CHI",64,30,34,15.6,6077.5,1.15,0.62,0.53,4.43,4.74,4.12,349,1453680,1516320,0,"CHI",73,25,48,22.5,13.2,43,27.3,1.3,1.76,0.85,0.307,2.2,2.6,4.3,0.364,0.613,0.889
"143",143,"Bobby_Portis","2018","CHI",73,25,48,22.5,8656,1.64,0.85,0.79,4.39,4.82,4,355,1516320,2494346,0,"WAS",49,14,35,26,14.2,50.5,29.7,1.5,1.77,0.84,0.281,1.8,3.7,4.3,0.578,0.467,0.801
"144",144,"Bobby_Portis","2019","WAS",49,14,35,26,9960.6,1.89,0.99,0.9,4.08,4.4,3.79,294,2494346,0,1,"NYK",66,21,45,21.1,10.1,40.6,23.5,1.2,1.74,0.73,0.249,1.3,3,2.6,0.6,0.568,0.746
"146",146,"Bogdan_Bogdanovic","2018","SAC",78,26,52,27.9,10793,2.04,1.12,0.92,4.42,4.79,4.05,128,9470614,9e+06,0,"SAC",70,32,38,27.8,14.1,54.5,31.5,3,3.3,2.55,0.26,0.5,0.8,1.3,0.853,0.458,0.67
"147",147,"Bogdan_Bogdanovic","2019","SAC",70,32,38,27.8,11317.6,2.14,1.17,0.98,4.31,4.84,3.81,142,9e+06,8529386,0,"SAC",52,26,26,28.5,14.6,47.2,30.1,2.6,3.33,2.44,0.309,0.3,0.3,0.6,0.769,0.444,0.939
"148",148,"Bojan_Bogdanovic","2017","WAS",80,23,57,25.8,9794.5,1.86,0.99,0.86,4.33,4.72,3.96,234,3573020,0,1,"IND",80,47,33,30.8,14.3,36.1,29.3,1.3,2.09,1.18,0.395,0.9,0.3,0.9,0.87,0.462,1.133
"149",149,"Bojan_Bogdanovic","2018","IND",80,47,33,30.8,11496.7,2.18,1.13,1.05,4.26,4.5,4.03,117,10500000,10500000,0,"IND",81,47,34,31.8,18,42.9,34,1.7,2.34,1.56,0.419,1,0.9,1.7,0.975,0.681,1.093
"150",150,"Bojan_Bogdanovic","2019","IND",81,47,34,31.8,12345.1,2.34,1.25,1.09,4.13,4.38,3.87,129,10500000,0,1,"UTA",63,41,22,33.1,20.2,44.4,35.8,1.9,2.54,1.89,0.456,0.4,1,0.9,1.038,0.828,1.179
"152",152,"Brad_Wanamaker","2019","BOS",36,27,9,9.5,3845.7,0.73,0.38,0.35,4.27,4.58,3.97,470,838464,0,1,"BOS",63,43,20,19.3,6.6,38.9,14.1,2.8,4.28,4,0.169,0.2,0,0.4,0.4,0,0.8
"154",154,"Bradley_Beal","2017","WAS",77,48,29,34.9,12840.6,2.43,1.28,1.15,4.19,4.54,3.86,15,22116750,23775506,0,"WAS",82,43,39,36.3,22.6,70.2,43,4.6,3.94,3.27,0.323,0.8,0.4,1.4,0.563,0.484,0.766
"155",155,"Bradley_Beal","2018","WAS",82,43,39,36.3,13262.6,2.51,1.34,1.17,4.17,4.43,3.91,21,23775506,25434263,0,"WAS",81,31,50,36.9,25.6,74.4,41.7,4.3,3.44,2.93,0.344,1.1,0.3,1.9,0.72,0.619,0.962
"156",156,"Bradley_Beal","2019","WAS",81,31,50,36.9,14516.8,2.75,1.46,1.29,4.19,4.53,3.85,23,25434263,27093019,0,"WAS",57,20,37,36,30.5,79,54.4,4.5,3.43,2.91,0.386,0.9,0.5,1.4,0.887,0.519,0.797
"158",158,"Brandan_Wright","2017","MEM",28,14,14,16,5524.6,1.05,0.56,0.49,3.96,4,3.9,176,5700000,6e+06,0,"MEM",28,11,17,13.6,5,19.7,11.3,0.5,1.61,0.59,0.252,1.8,0.5,3.7,0.255,0.533,0.942
"163",163,"Brandon_Ingram","2017","LAL",79,26,53,28.9,11045.2,2.09,1.13,0.96,4.36,4.73,3.99,188,5281680,5519400,0,"LAL",59,27,32,33.5,16.1,56.7,34.4,3.7,3.94,2.94,0.284,1,0.9,2.3,0.579,0.415,0.874
"164",164,"Brandon_Ingram","2018","LAL",59,27,32,33.5,12976.8,2.46,1.32,1.13,4.41,4.91,3.95,186,5519400,5757120,0,"LAL",52,25,27,33.9,18.3,60.1,32,3.8,3.82,2.82,0.304,1.7,1.8,2.5,0.678,0.674,0.853
"165",165,"Brandon_Ingram","2019","LAL",52,25,27,33.9,13732.2,2.6,1.39,1.21,4.31,4.73,3.91,194,5757120,7265485,0,"NOP",55,23,32,34.1,24.2,66.8,37.8,3.8,3.42,2.52,0.362,0.8,1.2,1.8,0.738,0.433,0.768
"167",167,"Brandon_Jennings","2017","WAS",81,37,44,22.2,8626.2,1.63,0.89,0.75,4.42,4.81,4.04,194,5e+06,0,1,"MIL",14,8,6,14.7,5.2,36.7,11.9,2.9,4.69,4.6,0.142,0.1,0.1,0.1,0,0,0
"169",169,"Brandon_Knight","2019","CLE",39,17,22,18.9,7153.9,1.35,0.74,0.62,4.23,4.48,3.98,84,14631250,15643750,0,"DET",25,4,21,18.5,7.3,35.6,14.2,2.8,4.72,4.73,0.206,0,0,0.2,0,2,0.5
"174",174,"Briante_Weber","2017","CHA",20,12,8,10.3,4204.6,0.8,0.43,0.36,4.66,4.8,4.51,490,328000,0,1,"MEM",18,8,10,13.1,2.8,27.2,9,1.9,4.15,3.77,0.102,0.2,0.1,0.5,0,0,0.222
"175",175,"Brice_Johnson","2017","LAC",3,1,2,3.1,1028.7,0.19,0.11,0.08,3.9,4.03,3.78,374,1273920,1331160,0,"LAC",18,2,16,5.4,2.4,9.9,4.8,0.2,1.44,0.42,0.242,0.7,0.3,0.9,0.615,1,0.938
"177",177,"Brook_Lopez","2017","BKN",75,20,55,29.6,10535.7,2,1.06,0.94,4.05,4.35,3.76,25,21165675,22642350,0,"LAL",74,34,40,23.4,13,37.2,26.1,1.1,1.74,0.54,0.349,3,5.5,3.1,0.416,0.495,0.948
"178",178,"Brook_Lopez","2018","LAL",74,34,40,23.4,8328.1,1.58,0.8,0.77,4.13,4.35,3.92,31,22642350,0,1,"MIL",81,60,21,28.7,12.5,36.6,24,0.9,1.49,0.5,0.341,1.2,1.2,1.7,0.619,0.835,1.102
"179",179,"Brook_Lopez","2019","MIL",81,60,21,28.7,10537.2,2,1.07,0.93,3.93,4.33,3.55,253,3382000,0,1,"MIL",60,49,11,26.6,11,33.5,21.7,0.8,1.47,0.44,0.328,1.7,2.5,2.9,0.71,0.727,1
"181",181,"Bruce_Brown","2019","DET",74,35,39,19.6,8082.4,1.53,0.82,0.71,4.46,4.6,4.31,462,838464,1416852,0,"DET",57,18,39,28.3,8.9,55.9,22.5,4.2,4.53,4.13,0.16,0.6,0.1,2.2,1.028,0.857,0.811
"183",183,"Bruno_Caboclo","2017","TOR",8,7,1,4.8,1914.9,0.36,0.2,0.16,4.56,4.89,4.21,328,1589640,2451225,0,"SAC",12,4,8,8.9,2.2,13.5,6.4,0.3,1.27,0.27,0.16,0.3,0.7,0.8,0.667,0.75,0.8
"184",184,"Bruno_Caboclo","2018","SAC",12,4,8,8.9,3564,0.68,0.36,0.31,4.58,4.85,4.31,274,2451225,0,1,"MEM",34,14,20,23.5,8.3,32.6,19,0.9,1.71,0.64,0.254,1.2,0.4,2.1,0.19,0.333,0.726
"187",187,"Bryn_Forbes","2017","SAS",35,24,11,8,3035.7,0.57,0.32,0.25,4.32,4.72,3.9,462,543471,905249,0,"SAS",80,46,34,19,6.9,21.5,16.4,0.8,2.33,1.74,0.322,0.3,0,0.2,0.333,0,0.692
"188",188,"Bryn_Forbes","2018","SAS",80,46,34,19,7371.2,1.4,0.76,0.64,4.43,4.74,4.11,418,1312611,0,1,"SAS",82,48,34,28,11.8,37.6,20.1,2.3,3.59,3,0.314,0.1,0,0.1,0.857,0,0.8
"189",189,"Bryn_Forbes","2019","SAS",82,48,34,28,11208.7,2.12,1.18,0.94,4.3,4.71,3.87,265,3125000,2875000,0,"SAS",62,26,36,25.2,11.4,28,21.8,1,2.16,1.33,0.408,0.1,0,0.2,0.333,0,0.364
"191",191,"Buddy_Hield","2017","SAC",82,31,51,23,9436.1,1.79,0.96,0.83,4.66,5.12,4.23,237,3517200,3675480,0,"SAC",80,27,53,25.3,13.5,38.6,27.2,1.8,2.73,2.09,0.35,0.5,0,0.8,0.561,1,0.828
"192",192,"Buddy_Hield","2018","SAC",80,27,53,25.3,10309.7,1.95,1.05,0.91,4.66,4.99,4.33,228,3675480,3833760,0,"SAC",82,39,43,31.9,20.7,55.9,35.3,2.3,2.44,1.75,0.37,0.8,0.1,1.8,0.696,0,0.884
"193",193,"Buddy_Hield","2019","SAC",82,39,43,31.9,14089.7,2.67,1.41,1.26,4.71,5.18,4.27,237,3833760,4861208,0,"SAC",63,28,35,32.1,20,56.4,31.9,3.1,3.33,2.73,0.353,0.5,0,1.3,0.483,0,0.771
"198",198,"Caleb_Swanigan","2018","POR",27,16,11,7,2647.3,0.5,0.27,0.23,4.3,4.42,4.16,378,1465920,1740000,0,"SAC",21,10,11,8.5,2,14.5,8,0.4,1.83,0.56,0.141,1.1,1.2,1.9,0.25,0.28,0.55
"199",199,"Caleb_Swanigan","2019","SAC",21,10,11,8.5,3411.2,0.65,0.35,0.29,4.24,4.47,3.99,358,1740000,2033160,0,"POR",26,11,15,10.7,2.5,14.9,8.2,0.5,1.87,0.68,0.168,1.2,0.6,2,0.563,0.6,0.596
"203",203,"Cameron_Payne","2017","CHI",31,16,15,14.9,5654.9,1.07,0.58,0.49,4.32,4.75,3.91,303,2112480,2203440,0,"CHI",25,7,18,23.3,8.8,57.6,21.2,3.8,3.98,3.32,0.154,0.2,0,0.7,0.4,0,0.667
"204",204,"Cameron_Payne","2018","CHI",25,7,18,23.3,8798.8,1.67,0.89,0.78,4.36,4.88,3.87,295,2203440,3263295,0,"CLE",40,7,33,17.8,6.3,36.3,15.4,2.5,4.07,3.28,0.172,0.1,0,0.4,0.2,0,0.733
"206",206,"Caris_LeVert","2017","BKN",56,15,41,21.8,8290.2,1.57,0.83,0.74,4.34,4.75,3.96,330,1562280,1632480,0,"BKN",69,24,45,26.1,12,50.9,28.2,3.4,4,3.53,0.235,0.4,0,1.2,0.423,0,0.6
"207",207,"Caris_LeVert","2018","BKN",69,24,45,26.1,9947.5,1.88,1.02,0.86,4.34,4.61,4.07,337,1632480,1702800,0,"BKN",40,19,21,26.6,13.7,47.5,29.2,3,3.81,3.54,0.288,0.7,0,1.4,0.731,0,0.574
"208",208,"Caris_LeVert","2019","BKN",40,19,21,26.6,10629.6,2.01,1.1,0.91,4.23,4.57,3.89,361,1702800,2625718,0,"BKN",39,18,21,29,17.7,52.2,27.2,4.1,4.67,4.4,0.34,0.9,0.1,1.7,0.778,1,0.785
"210",210,"Carmelo_Anthony","2017","NYK",74,29,45,34.3,11653.2,2.21,1.19,1.01,3.86,4.09,3.63,9,24559380,26243760,0,"OKC",76,46,30,32,16.3,53.9,28.5,1.8,2.06,0.97,0.302,1.4,3.6,1.4,0.433,0.654,0.981
"211",211,"Carmelo_Anthony","2018","OKC",76,46,30,32,10604.3,2.01,1.06,0.95,3.77,4.11,3.45,12,26243760,27928140,0,"HOU",10,4,6,29.4,13.4,32.7,21.2,1.1,2.04,0.94,0.41,0.4,2.8,1.1,1.5,1.036,0.545
"212",212,"Carmelo_Anthony","2019","HOU",10,4,6,29.4,10368,1.96,1.03,0.94,3.71,3.87,3.59,308,2393887,0,1,"POR",49,21,28,32.4,15.3,41.1,25.8,1.7,2.42,1.16,0.371,1.4,5.6,1.8,0.368,0.686,0.862
"213",213,"Carmelo_Anthony","2019","HOU",10,4,6,29.4,10368,1.96,1.03,0.94,3.71,3.87,3.59,20,25534253,0,1,"POR",49,21,28,32.4,15.3,41.1,25.8,1.7,2.42,1.16,0.371,1.4,5.6,1.8,0.368,0.686,0.862
"216",216,"Cedi_Osman","2018","CLE",61,35,26,11,4344.1,0.82,0.42,0.4,4.49,4.64,4.33,265,2642857,2775000,0,"CLE",76,17,59,32.2,13,51.5,32,2.5,2.9,1.96,0.253,1.3,0.7,0.9,0.392,0.549,0.881
"217",217,"Cedi_Osman","2019","CLE",76,17,59,32.2,12289,2.33,1.29,1.04,4.13,4.37,3.86,278,2775000,2907143,0,"CLE",65,19,46,29.4,11,40.2,28.6,1.8,2.66,1.67,0.275,0.5,0.2,1.1,0.469,0.308,0.648
"219",219,"Chandler_Hutchison","2019","CHI",44,10,34,20.3,8557.1,1.62,0.89,0.73,4.49,4.96,4.03,340,1991520,2332320,0,"CHI",28,8,20,18.8,7.8,25.1,14,1,2.38,1.58,0.31,0.8,0,1.5,0.682,0,0.634
"221",221,"Chandler_Parsons","2017","MEM",34,18,16,19.8,7267.6,1.38,0.77,0.61,4.17,4.51,3.81,18,22116750,23112004,0,"MEM",36,12,24,19.2,7.9,30.3,22.3,1.3,2.56,1.51,0.26,0.4,0.3,0.5,0.429,0.182,0.889
"222",222,"Chandler_Parsons","2018","MEM",36,12,24,19.2,7043.8,1.33,0.73,0.6,4.18,4.53,3.84,26,23112004,24107258,0,"MEM",25,11,14,19.8,7.5,33.2,24.9,1.4,2.54,1.37,0.226,0.4,0.3,0.6,0.9,0.571,0.857
"223",223,"Chandler_Parsons","2019","MEM",25,11,14,19.8,7546.9,1.43,0.81,0.62,4.04,4.43,3.63,32,24107258,25102511,0,"ATL",5,0,5,10.8,2.8,17,12.4,0.5,1.71,0.7,0.165,0,0,0.4,0,0,1
"225",225,"Channing_Frye","2017","CLE",74,44,30,18.9,6528,1.24,0.66,0.57,3.93,4.22,3.64,135,7806971,7420912,0,"LAL",53,28,25,13.1,5,22.1,11.2,0.6,1.52,0.45,0.225,0.6,0.7,0.9,0.424,0.676,1.063
"226",226,"Channing_Frye","2018","LAL",53,28,25,13.1,4620.5,0.88,0.46,0.41,4,4.36,3.67,149,7420912,0,1,"CLE",36,7,29,9.5,3.6,16.5,10.8,0.5,1.72,0.48,0.217,0.4,0.8,0.2,0,0.207,1
"230",230,"Cheick_Diallo","2017","NOP",17,9,8,11.7,4548.7,0.86,0.44,0.42,4.41,4.79,4.07,470,543471,905249,0,"NOP",52,29,23,11.2,4.9,17.3,7.2,0.4,1.42,0.31,0.283,0.9,0.4,2.5,0.833,0.727,0.992
"231",231,"Cheick_Diallo","2018","NOP",52,29,23,11.2,4313.8,0.82,0.44,0.38,4.53,5.01,4.08,393,1312611,1544951,0,"NOP",64,27,37,14,6,24.2,10.8,0.5,1.34,0.35,0.25,1.6,0.5,3.8,0.619,0.793,1.013
"232",232,"Cheick_Diallo","2019","NOP",64,27,37,14,5853.4,1.11,0.61,0.5,4.44,4.91,3.99,396,1544951,0,1,"PHX",44,17,27,10.6,4.8,19.2,9.9,0.5,1.66,0.43,0.25,1.3,0.8,2.8,0.661,0.529,1
"234",234,"Chimezie_Metu","2019","SAS",29,14,15,5,1990.6,0.38,0.2,0.17,4.25,4.44,4.04,466,838464,0,1,"SAS",16,7,9,4.5,2.9,8.3,5.1,0.3,1.89,0.75,0.348,0.8,0.3,1.4,0.538,1,0.818
"236",236,"Chinanu_Onuaku","2017","HOU",5,2,3,10.3,3617,0.69,0.37,0.31,3.96,4.33,3.81,476,543471,905249,0,"HOU",1,0,1,21.6,4,26,18,0.7,1.65,0.38,0.154,3,2,4,0,1,0
"241",241,"Chris_McCullough","2017","WAS",16,1,15,5,1986.8,0.38,0.19,0.19,4.47,5.44,3.8,385,1191480,1242840,0,"WAS",19,11,8,4.7,2.4,9.5,4.5,0.2,1.49,0.58,0.256,0.5,0.1,1,0.222,0,0.737
"243",243,"Chris_Paul","2017","LAC",61,43,18,31.5,10925.4,2.07,1.13,0.94,3.95,4.3,3.6,14,22868828,24268960,0,"HOU",58,50,8,31.8,18.6,71.4,24.3,6.8,5.72,5.1,0.261,0.4,1.3,0.7,0.625,0.487,0.421
"244",244,"Chris_Paul","2018","HOU",58,50,8,31.8,10778.5,2.04,1.12,0.92,3.86,4.21,3.51,18,24599495,0,1,"HOU",58,39,19,32,15.6,70.3,24.4,6.6,5.64,5.23,0.222,0.7,2.2,0.5,0.538,0.391,0.448
"245",245,"Chris_Paul","2019","HOU",58,39,19,32,11348.2,2.15,1.2,0.95,3.78,4.14,3.41,2,35654150,38506482,0,"OKC",63,40,23,31.8,17.7,71.8,28.6,6.1,5.08,4.43,0.246,0.2,0.5,0.5,0.462,0.324,0.414
"249",249,"Christian_Wood","2019","NOP",21,13,8,11.9,4770,0.9,0.49,0.41,4.31,4.59,4.03,411,1512601,0,1,"DET",61,20,41,21.5,13.1,37.8,21.6,1.2,1.9,0.72,0.347,1.9,1.1,4.6,0.876,0.776,1.053
"251",251,"CJ_McCollum","2019","POR",70,43,27,33.9,14106.9,2.67,1.52,1.15,4.42,4.89,3.93,19,25759766,27556959,0,"POR",61,27,34,35.9,22.7,64.5,26.3,5.1,4.72,4.18,0.351,0.3,0,0.9,0.857,0,0.673
"253",253,"Clint_Capela","2017","HOU",65,44,21,23.9,8839.1,1.67,0.87,0.8,4.23,4.62,3.88,372,1296240,2334520,0,"HOU",74,62,12,27.5,13.9,51.5,25.3,1.3,1.48,0.35,0.269,5.1,0.7,10.7,0.516,0.636,0.919
"254",254,"Clint_Capela","2018","HOU",74,62,12,27.5,10204.2,1.93,1.04,0.9,4.23,4.53,3.94,282,2334520,0,1,"HOU",67,44,23,33.6,16.6,59.9,30.2,1.5,1.54,0.37,0.278,5.2,0.5,13.2,0.615,0.676,0.958
"255",255,"Clint_Capela","2019","HOU",67,44,23,33.6,12761,2.42,1.3,1.12,4.07,4.34,3.79,76,15293104,16456522,0,"ATL",39,22,17,32.8,13.9,54.6,24.7,1.3,1.38,0.27,0.255,3.9,0.6,12.3,0.503,0.727,0.861
"259",259,"Cody_Zeller","2017","CHA",62,33,29,27.8,10552,2,1.09,0.91,4.31,4.7,3.93,186,5318313,12584270,0,"CHA",33,14,19,19,7.1,19.8,14.6,0.5,1.51,0.63,0.356,3.1,0.2,4.5,0.406,0.4,0.799
"260",260,"Cody_Zeller","2018","CHA",33,14,19,19,7266.4,1.38,0.75,0.63,4.36,4.7,4.04,93,12584270,13528090,0,"CHA",49,22,27,25.4,10.1,49.7,24.2,1.3,1.63,0.73,0.204,3.6,0.4,5.6,0.549,0.591,0.818
