Player,Season,TEAM,AGE,GP,MIN,Box Outs,OFF Box Outs,DEF Box Outs,Team Reb on Box Outs,Player Reb on Box Outs,% Box Outs Off,% Box Outs Def,% Team Reb When Box Out,% Player Reb When Box Out
Tyler Ennis,2017,LAL,23,54,12.7,0.8,0,0.8,0.5,0,2.3,97.7,81.8,6.1
Tyler Johnson,2017,MIA,26,72,28.5,0.9,0,0.9,0.6,0.1,3,97,88.9,22.2
Tyler Lydon,2017,DEN,22,1,2.2,0,0,0,0,0,0,0,0,0
Tyler Ulis,2017,PHX,22,71,23.4,0.8,0,0.8,0.7,0.1,0,100,95.8,14.6
Tyler Zeller,2017,MIL,28,66,16.8,4.7,0.6,4.1,2.3,0.8,12.8,87.2,86.1,28.9
Tyreke Evans,2017,MEM,28,52,30.9,0.9,0,0.9,0.5,0.2,4.2,95.8,87.5,34.4
Tyrone Wallace,2017,LAC,24,30,28.4,1.2,0,1.2,0.6,0.1,0,100,94.7,10.5
Tyson Chandler,2017,PHX,35,46,25,8.2,1.9,6.3,4,1.7,23.1,76.9,84,36.5
Tyus Jones,2017,MIN,22,82,17.9,0.5,0,0.5,0.3,0.1,2.5,97.5,81.5,18.5
Udonis Haslem,2017,MIA,38,14,5.1,0.6,0,0.6,0.3,0,0,100,100,0
Vander Blue,2017,LAL,25,5,9,0.2,0,0.2,0,0,0,100,0,0
Victor Oladipo,2017,IND,26,75,34,1.6,0.1,1.4,1.1,0.3,8.5,91.5,92.2,24.4
Vince Carter,2017,SAC,41,58,17.7,2.7,0.2,2.5,1.4,0.5,7,93,93.1,29.9
Vincent Hunter,2017,MEM,23,4,1.9,0.5,0.5,0,0.5,0.5,100,0,100,100
Wade Baldwin IV,2017,POR,22,7,11.5,0.1,0,0.1,0.1,0,0,100,100,0
Walt Lemon Jr.,2017,NOP,25,5,7,0.2,0,0.2,0,0,0,100,0,0
Wayne Ellington,2017,MIA,30,77,26.5,1.1,0.1,1.1,0.7,0.1,4.7,95.3,88.7,9.7
Wayne Selden,2017,MEM,23,35,19.8,1.2,0,1.2,0.7,0.1,2.4,97.6,85.2,18.5
Wes Iwundu,2017,ORL,23,62,16.5,0.6,0,0.6,0.3,0.1,0,100,84,20
Wesley Johnson,2017,LAC,30,74,20.1,1.6,0.1,1.6,1,0.2,4.1,95.9,91.4,21
Wesley Matthews,2017,DAL,31,63,33.8,3,0.1,2.9,1.5,0.2,4.8,95.2,86.1,10.2
Will Barton,2017,DEN,27,81,33.1,0.8,0,0.7,0.4,0.1,4.9,95.1,78.9,18.4
Willie Cauley-Stein,2017,SAC,24,73,28,5.1,0.5,4.6,2.5,1,9.5,90.5,91.8,38.8
Willie Reed,2017,LAC,28,42,10.2,3.4,0.7,2.8,1.5,0.5,19.4,80.6,86.3,30.1
Willy Hernangomez,2017,CHA,24,48,10.3,3,0.8,2.1,1.6,0.8,28.7,71.3,87.2,46.5
Wilson Chandler,2017,DEN,31,74,31.7,2.5,0.6,1.8,1.2,0.5,24.9,75.1,84,32.1
Xavier Munford,2017,MIL,26,6,3.5,0,0,0,0,0,0,0,0,0
Xavier Rathan-Mayes,2017,NYK,24,5,23.6,0.4,0.2,0.2,0,0,50,50,0,0
Xavier Silas,2017,BOS,30,2,3.8,0,0,0,0,0,0,0,0,0
Yogi Ferrell,2017,DAL,25,82,27.8,1.7,0,1.7,1.1,0.1,0,100,89.8,6.1
Zach Collins,2017,POR,20,66,15.8,3.5,0.4,3.1,1.7,0.5,10.4,89.6,88,28
Zach LaVine,2017,CHI,23,24,27.3,1,0.1,0.9,0.6,0.3,8.3,91.7,100,42.9
Zach Randolph,2017,SAC,36,59,25.6,6,1.8,4.2,3.3,1.3,29.5,70.5,84.7,34.1
Zaza Pachulia,2017,GSW,34,69,14.1,4,0.8,3.2,2.1,0.8,19.6,80.4,85,30.1
Zhou Qi,2017,HOU,22,18,6.9,1.3,0.2,1.1,0.7,0.4,17.4,82.6,80,46.7
Aaron Gordon,2018,ORL,23,78,33.8,2.4,0.2,2.2,1.1,0.4,9.1,90.9,85.6,28.8
Aaron Holiday,2018,IND,22,50,12.9,0.5,0,0.5,0.3,0,0,100,92.9,0
Abdel Nader,2018,OKC,25,61,11.4,0.8,0,0.8,0.4,0.2,0,100,79.4,29.4
Al Horford,2018,BOS,33,68,29,6.5,0.5,6,3.3,1.1,7.4,92.6,86,30
Al-Farouq Aminu,2018,POR,28,81,28.3,3.6,0.3,3.3,1.6,0.7,8,92,87.5,37.5
Alan Williams,2018,BKN,26,5,5.1,0.8,0.2,0.6,0,0,25,75,0,0
Alec Burks,2018,SAC,27,64,21.5,0.5,0,0.5,0.3,0.1,0,100,95,20
Alex Abrines,2018,OKC,25,31,19,1.4,0,1.4,0.7,0.1,0,100,74.2,9.7
Alex Caruso,2018,LAL,25,25,21.2,1.2,0,1.2,0.8,0.2,0,100,86.4,18.2
Alex Len,2018,ATL,26,77,20.1,5.7,0.8,5,2.9,0.9,13.4,86.6,89.3,26.5
Alex Poythress,2018,ATL,25,21,14.5,2.5,0.3,2.2,1.5,0.7,11.3,88.7,88.6,40
Alfonzo McKinnie,2018,GSW,26,72,13.9,0.8,0.1,0.8,0.5,0.1,8.2,91.8,97.1,14.7
Alize Johnson,2018,IND,23,14,4.6,0.6,0.3,0.4,0.4,0.3,44.4,55.6,62.5,50
Allen Crabbe,2018,BKN,27,43,26.4,0.8,0,0.8,0.4,0.2,2.9,97.1,95,35
Allonzo Trier,2018,NYK,23,64,22.8,0.4,0,0.4,0.3,0.1,3.6,96.4,81,14.3
Amile Jefferson,2018,ORL,26,12,5.7,1.3,0.3,1,0.7,0.3,20,80,100,37.5
Amir Johnson,2018,PHI,32,51,10.4,3,0.4,2.6,1.6,0.5,12.3,87.7,85.1,27.7
Andre Drummond,2018,DET,25,79,33.5,5.9,2.6,3.3,3.5,2.4,43.6,56,86.5,60.4
Andre Iguodala,2018,GSW,35,68,23.2,2.9,0.1,2.8,1.5,0.4,4.6,95.4,88.1,21.2
Andre Ingram,2018,LAL,33,4,3.7,0.3,0,0.3,0,0,0,100,0,0
Andrew Bogut,2018,GSW,34,11,12.2,2.3,0.5,1.8,1,0.6,20,80,91.7,50
Andrew Harrison,2018,NOP,24,17,10.9,0.1,0,0.1,0.1,0,0,100,100,0
Andrew Wiggins,2018,MIN,24,73,34.8,1,0.1,0.9,0.6,0.2,14.5,85.5,87,25.9
Anfernee Simons,2018,POR,20,20,7,0.1,0,0.1,0,0,0,100,0,0
Angel Delgado,2018,LAC,24,2,7.4,1.5,0.5,1,1.5,0.5,33.3,66.7,100,33.3
Ante Zizic,2018,CLE,22,59,18.3,5,1.1,3.9,2.8,1.2,22.8,77.2,86.1,37.6
Anthony Davis,2018,NOP,26,56,33,4.5,0.9,3.6,2.7,1.6,20,80,91.6,55.1
Anthony Tolliver,2018,MIN,34,65,16.6,2.6,0.1,2.5,1.1,0.3,4.7,95.3,88.1,26.2
Antonio Blakeney,2018,CHI,22,57,14.5,0.4,0,0.4,0.2,0,0,100,75,12.5
Aron Baynes,2018,BOS,32,51,16.1,5.9,1.5,4.4,2.9,0.9,25.1,74.9,88.2,28.2
Austin Rivers,2018,HOU,26,76,26.7,0.9,0,0.9,0.5,0.1,0,100,82,10
Avery Bradley,2018,MEM,28,63,30.2,1.4,0.1,1.3,0.6,0.1,4.6,95.4,81.6,12.2
BJ Johnson,2018,SAC,23,7,7.1,0.3,0,0.3,0,0,0,100,0,0
Bam Adebayo,2018,MIA,21,82,23.3,7.7,0.7,7.1,4,1.5,8.3,91.7,88.6,33
Ben McLemore,2018,SAC,26,19,8.3,0.4,0.1,0.4,0.1,0.1,12.5,87.5,100,50
Ben Simmons,2018,PHI,22,79,34.2,1.9,0.5,1.4,0.8,0.4,25.3,74.7,86.7,40
Billy Garrett,2018,NYK,24,4,15.9,0,0,0,0,0,0,0,0,0
Bismack Biyombo,2018,CHA,26,54,14.5,3.9,0.7,3.1,2,0.8,19.1,80.9,89.3,37.2
Blake Griffin,2018,DET,30,75,35,4.5,0.4,4,2.3,0.9,9,90.7,90.5,34.9
Boban Marjanovic,2018,PHI,30,58,11.7,3,0.6,2.5,1.5,0.7,18.9,81.1,89.8,43.9
Bobby Portis,2018,WAS,24,50,26,6.4,1.1,5.3,3.2,1.5,16.6,83.1,85.2,39.2
Bogdan Bogdanovic,2018,SAC,26,70,27.8,1.6,0.1,1.5,0.8,0.1,5.5,94.5,89.1,14.1
Bojan Bogdanovic,2018,IND,30,81,31.8,1.4,0.1,1.2,0.6,0,11,89,82.8,5.2
Bonzie Colson,2018,MIL,23,8,12.3,1.3,0.3,1,0.5,0.1,20,80,80,20
Brad Wanamaker,2018,BOS,29,36,9.5,0.4,0,0.4,0.3,0.1,7.1,92.9,100,30
Bradley Beal,2018,WAS,26,82,36.9,1,0.1,0.9,0.5,0.1,8.4,91.6,84.6,23.1
Brandon Goodwin,2018,DEN,23,16,3.6,0.2,0,0.2,0.1,0.1,0,100,100,50
Brandon Ingram,2018,LAL,21,52,33.9,0.6,0,0.5,0.4,0.1,3.4,96.6,90.5,19
Brandon Knight,2018,CLE,27,39,18.9,0.6,0,0.6,0.4,0.1,0,100,93.8,12.5
Brandon Sampson,2018,CHI,22,14,15.3,0.4,0,0.4,0.1,0.1,0,100,66.7,33.3
Brook Lopez,2018,MIL,31,81,28.7,7.2,0.1,7.1,3.9,0.9,1.9,98.1,90.8,20.1
Bruce Brown,2018,DET,22,74,19.6,0.7,0.1,0.6,0.4,0.1,8.3,91.7,84.2,10.5
Bruno Caboclo,2018,MEM,23,34,23.5,3.8,0.5,3.3,1.6,0.5,12.4,87.6,93.1,27.6
Bryn Forbes,2018,SAS,25,82,28,1.3,0,1.3,0.9,0.1,0,100,93.6,10.3
Buddy Hield,2018,SAC,26,82,31.9,0.6,0.1,0.4,0.4,0.1,23.9,76.1,88.2,26.5
C.J. Williams,2018,MIN,29,15,8.5,0.5,0,0.5,0.2,0.1,0,100,50,16.7
CJ McCollum,2018,POR,27,70,33.9,0.9,0.1,0.8,0.4,0.1,8.3,91.7,79.5,23.1
CJ Miles,2018,MEM,32,53,16.2,1.5,0,1.5,0.7,0.1,2.5,97.5,89.7,17.9
Caleb Swanigan,2018,SAC,22,21,8.5,2,0.3,1.8,1,0.4,14,86,84,36
Cameron Payne,2018,CLE,24,40,17.8,0.8,0,0.8,0.5,0,0,100,90,5
Cameron Reynolds,2018,MIN,24,19,13.7,1.2,0.1,1.1,0.7,0.3,8.7,91.3,87.5,31.3
Caris LeVert,2018,BKN,24,40,26.6,0.9,0,0.9,0.6,0.1,0,100,85.7,14.3
Carmelo Anthony,2018,HOU,35,10,29.4,3.1,0.9,2.2,1.4,0.4,29,71,70,20
Cedi Osman,2018,CLE,24,76,32.2,1.7,0.1,1.6,0.7,0.3,3.2,96.8,88.9,33.3
Chandler Hutchison,2018,CHI,23,44,20.3,2.5,0.1,2.4,1.2,0.3,2.8,97.2,85.7,19
Chandler Parsons,2018,MEM,30,25,19.8,1.2,0,1.2,0.5,0.1,0,100,86.7,13.3
Channing Frye,2018,CLE,36,36,9.5,1.6,0,1.6,0.8,0.3,0,100,80,25.7
Chasson Randle,2018,WAS,26,49,15.2,0.6,0,0.6,0.4,0,3.6,96.4,91.3,8.7
Cheick Diallo,2018,NOP,22,64,14,3.2,0.4,2.8,1.5,0.7,11.8,88.2,82.6,40
Chimezie Metu,2018,SAS,22,29,5,0.6,0,0.6,0.3,0.1,0,100,90,20
Chris Boucher,2018,TOR,26,28,5.8,0.6,0,0.6,0.3,0.2,0,100,81.8,45.5
Chris Chiozza,2018,HOU,23,7,4.6,0,0,0,0,0,0,0,0,0
Chris Paul,2018,HOU,34,58,32,0.7,0,0.7,0.5,0,0,100,78.8,6.1
Christian Wood,2018,NOP,23,21,11.9,1.8,0.1,1.7,0.8,0.3,5.4,94.6,94.1,35.3
Clint Capela,2018,HOU,25,67,33.6,5.6,0.9,4.7,2.6,1.4,15.8,84.2,89.4,47.5
Cody Zeller,2018,CHA,26,49,25.4,7.2,1.2,6,3.4,1.2,16.1,83.9,85.5,30.6
Collin Sexton,2018,CLE,20,82,31.8,0.5,0,0.5,0.3,0.1,4.8,95.2,90,13.3
Corey Brewer,2018,SAC,33,31,15.9,0.5,0,0.5,0.3,0.1,6.7,93.3,76.9,23.1
Cory Joseph,2018,IND,27,82,25.2,1.3,0,1.3,0.7,0.1,0.9,99.1,83.6,9.6
Courtney Lee,2018,DAL,33,34,12.6,0.4,0,0.4,0.3,0,7.1,92.9,91.7,8.3
Cristiano Felicio,2018,CHI,26,60,12.4,2.5,0.7,1.8,1.2,0.6,27.7,72.3,88,41
D'Angelo Russell,2018,BKN,23,81,30.2,0.6,0,0.5,0.4,0.1,6.7,93.3,88.6,28.6
D.J. Augustin,2018,ORL,31,81,28,0.7,0.1,0.7,0.4,0.1,6.7,93.3,91.4,11.4
D.J. Wilson,2018,MIL,23,48,18.4,3.5,0.3,3.3,1.7,0.4,7.1,92.9,87.1,22.6
DJ Stephens,2018,MEM,28,1,6.7,0,0,0,0,0,0,0,0,0
Dairis Bertans,2018,NOP,29,12,13.9,0.4,0,0.4,0.3,0,0,100,75,0
Damian Jones,2018,GSW,24,24,17.1,4,0.5,3.5,1.8,0.3,13.5,86.5,84.3,13.7
Damian Lillard,2018,POR,28,80,35.5,0.3,0,0.3,0.3,0,0,100,90.9,13.6
Damion Lee,2018,GSW,26,32,11.7,0.6,0,0.6,0.3,0.1,0,100,90.9,18.2
Damyean Dotson,2018,NYK,25,73,27.4,1,0,1,0.7,0.1,3.9,96.1,92.6,20.4
Daniel Hamilton,2018,ATL,23,19,10.7,0.3,0,0.3,0.3,0.2,0,100,100,60
Daniel Theis,2018,BOS,27,66,13.8,4.2,0.7,3.4,2.2,0.6,17.8,82.2,84.9,23.8
Danilo Gallinari,2018,LAC,30,68,30.3,3.4,0.1,3.3,1.5,0.5,3.5,96.5,89.7,30.2
Danny Green,2018,TOR,32,80,27.7,1.6,0.1,1.5,1,0.1,9.2,90.8,84.6,13.2
Dante Cunningham,2018,SAS,32,64,14.5,2.4,0.4,2,1.1,0.3,16.2,83.8,78.9,22.2
Dante Exum,2018,UTA,23,42,15.8,0.7,0,0.7,0.5,0.1,0,100,91.7,12.5
Danuel House Jr.,2018,HOU,26,39,25.1,3,0.1,3,1.6,0.3,1.7,98.3,88.7,18.3
Dario Saric,2018,MIN,25,81,25,4,0.7,3.4,2.1,0.7,16.5,83.2,85.9,27.6
Darius Miller,2018,NOP,29,69,25.5,2.3,0,2.3,1.1,0.1,0.6,99.4,83,6.8
Darren Collison,2018,IND,31,76,28.2,0.6,0,0.6,0.3,0.1,2.3,97.7,92.9,14.3
Daryl Macon,2018,DAL,23,8,11.2,0.5,0,0.5,0.4,0.1,0,100,100,33.3
David Nwaba,2018,CLE,26,51,19.3,2.1,0.2,1.9,0.8,0.1,8.5,91.5,76,10
Davis Bertans,2018,SAS,26,76,21.5,2.9,0.1,2.8,1.4,0.3,3.2,96.8,89.7,21.6
Davon Reed,2018,IND,24,10,4.7,0.4,0,0.4,0.2,0.1,0,100,66.7,33.3
De'Aaron Fox,2018,SAC,21,81,31.4,0.2,0,0.2,0.2,0,5.9,94.1,93.3,20
De'Anthony Melton,2018,PHX,21,50,19.7,0.7,0,0.7,0.4,0,2.9,97.1,90.5,9.5
DeAndre Jordan,2018,NYK,30,69,29.7,7,2.1,5,3.9,2.4,29.3,70.7,89.9,54.9
DeAndre' Bembry,2018,ATL,24,82,23.6,0.9,0.1,0.8,0.5,0.1,9.2,90.8,88.4,27.9
DeMar DeRozan,2018,SAS,29,77,34.9,1.5,0,1.5,1,0.2,0.9,99.1,92.6,19.8
DeMarcus Cousins,2018,GSW,28,30,25.7,4.6,0.9,3.7,2.6,1.1,19,81,86.7,36.7
DeMarre Carroll,2018,BKN,32,67,25.4,1.8,0.1,1.6,0.8,0.2,6.8,93.2,87.7,23.1
DeVaughn Akoon-Purcell,2018,DEN,26,7,3.1,0.3,0,0.3,0.1,0,0,100,100,0
Deandre Ayton,2018,PHX,20,71,30.7,4.7,0.9,3.8,2.2,1.3,19,81,89.5,52.9
Delon Wright,2018,MEM,27,75,22.6,1,0.1,0.9,0.5,0.1,6.8,93.2,82.6,19.6
Demetrius Jackson,2018,PHI,24,6,6.6,0,0,0,0,0,0,0,0,0
Deng Adel,2018,CLE,22,19,10.2,0.9,0,0.9,0.6,0,0,100,85.7,0
Dennis Schroder,2018,OKC,25,79,29.3,0.7,0,0.7,0.5,0.1,1.9,98.1,91.1,17.8
Dennis Smith Jr.,2018,NYK,21,53,28.5,0.9,0,0.9,0.6,0.1,0,100,89.5,10.5
Deonte Burton,2018,OKC,25,32,7.5,0.7,0,0.7,0.3,0.1,4.5,95.5,76.9,15.4
Derrick Favors,2018,UTA,27,76,23.2,5.1,0.8,4.3,2.8,1.1,15.8,84.2,92.9,38.7
Derrick Jones Jr.,2018,MIA,22,60,19.2,1.8,0.1,1.6,1,0.2,8.3,91.7,87.9,21.2
Derrick Rose,2018,MIN,30,51,27.3,0.4,0,0.3,0.2,0,5,85,80,0
Derrick White,2018,SAS,24,67,25.8,0.5,0,0.5,0.3,0,5.7,94.3,86.4,9.1
Devin Booker,2018,PHX,22,64,35,1.4,0,1.4,0.9,0.2,2.2,97.8,88.7,16.1
Devin Harris,2018,DAL,36,68,15.7,0.4,0,0.4,0.3,0.1,0,100,91.7,16.7
Devin Robinson,2018,WAS,24,7,13.5,0.7,0.1,0.6,0,0,20,80,0,0
Devonte' Graham,2018,CHA,24,46,14.7,0.7,0,0.7,0.4,0.1,0,100,85,25
Dewayne Dedmon,2018,ATL,29,64,25.1,5.3,0.7,4.6,2.5,1.1,13.8,85.9,89.1,38.8
Deyonta Davis,2018,ATL,22,9,13.2,2.9,0.6,2.3,1.4,0.6,19.2,80.8,81.3,31.3
Dillon Brooks,2018,MEM,23,18,18.3,1.8,0,1.8,0.9,0.2,0,100,88.9,16.7
Dion Waiters,2018,MIA,27,44,25.9,0.6,0,0.6,0.4,0.1,0,100,94.7,21.1
Dirk Nowitzki,2018,DAL,41,51,15.6,3.1,0.1,3,1.9,0.6,1.9,98.1,91.3,29.8
Domantas Sabonis,2018,IND,23,74,24.8,5.9,1.4,4.5,3.3,1.7,22.9,77.1,87.5,44.8
Donatas Motiejunas,2018,SAS,28,3,4.3,0.7,0,0.7,0,0,0,100,0,0
Donovan Mitchell,2018,UTA,22,77,33.7,1.5,0,1.5,1,0.2,0.9,99.1,96.2,20.3
Donte DiVincenzo,2018,MIL,22,27,15.2,0.5,0.1,0.4,0.2,0.1,15.4,84.6,66.7,22.2
Donte Grantham,2018,OKC,24,3,0.8,0.3,0,0.3,0,0,0,100,0,0
Dorian Finney-Smith,2018,DAL,26,81,24.5,2.2,0.1,2,1.2,0.3,6.3,93.8,92.5,26.4
Doug McDermott,2018,IND,27,77,17.4,1.2,0,1.2,0.7,0.1,1.1,98.9,82,18
Dragan Bender,2018,PHX,21,46,18,2.3,0.2,2.1,1,0.4,7.7,92.3,88.9,37
Draymond Green,2018,GSW,29,66,31.3,7,0.4,6.7,3.5,1.2,5.2,94.8,87.7,31.4
Drew Eubanks,2018,SAS,22,23,4.9,1,0.5,0.5,0.6,0.3,52.2,47.8,86.7,40
Duncan Robinson,2018,MIA,25,15,10.7,0.1,0,0.1,0.1,0,0,100,100,0
Dusty Hannahs,2018,MEM,25,2,13,0,0,0,0,0,0,0,0,0
Dwayne Bacon,2018,CHA,23,43,17.6,1,0,1,0.5,0.1,0,100,80,12
Dwight Howard,2018,WAS,33,9,25.5,7.9,2.3,5.6,4.3,1.9,29.6,70.4,84.8,37
Dwight Powell,2018,DAL,27,77,21.6,4.9,0.7,4.3,2.2,0.8,13.2,86.8,86,30.1
Dwyane Wade,2018,MIA,37,72,26.2,0.8,0.1,0.7,0.4,0.1,10.5,89.5,76.2,11.9
Dzanan Musa,2018,BKN,20,9,4.4,0,0,0,0,0,0,0,0,0
E'Twaun Moore,2018,NOP,30,53,27.6,1.2,0,1.2,0.6,0.1,0,100,82.1,17.9
Ed Davis,2018,BKN,30,81,17.9,8.1,1.8,6.3,4.3,1.9,21.9,78.1,87.6,40
Edmond Sumner,2018,IND,23,23,9.1,0.4,0,0.3,0.3,0,11.1,88.9,100,0
Ekpe Udoh,2018,UTA,32,51,6.3,2,0.1,1.9,0.9,0.2,4.9,95.1,88.7,20.8
Elfrid Payton,2018,NOP,25,42,29.8,0.8,0.1,0.7,0.4,0.2,8.8,91.2,90,35
Elie Okobo,2018,PHX,21,53,18.1,0.4,0,0.4,0.3,0.1,0,100,88.2,29.4
Emanuel Terry,2018,MIA,22,3,7.6,3,0,3,0.7,0,0,100,66.7,0
Emmanuel Mudiay,2018,NYK,23,59,27.2,0.5,0,0.5,0.2,0,3.3,96.7,73.7,5.3
Enes Kanter,2018,POR,27,67,24.5,7.3,2.4,5,3.8,1.9,32.2,67.8,86.3,43.7
Eric Bledsoe,2018,MIL,29,78,29.1,0.8,0,0.7,0.5,0.1,1.7,98.3,97.6,17.1
Eric Gordon,2018,HOU,30,68,31.7,1.6,0,1.6,1,0.1,0.9,99.1,90.8,10.5
Eric Moreland,2018,TOR,27,5,8.6,1.6,0.4,1.2,0.6,0.2,25,75,75,25
Ersan Ilyasova,2018,MIL,32,67,18.4,3.4,0.7,2.8,1.9,0.7,19.3,80.7,91.2,33.1
Evan Fournier,2018,ORL,26,81,31.5,1.6,0.1,1.5,1.1,0.2,6,94,89.5,14.7
Evan Turner,2018,POR,30,73,22,1.1,0,1,0.6,0.1,3.9,96.1,87.5,22.9
Frank Jackson,2018,NOP,21,61,19.2,0.6,0.1,0.5,0.5,0.1,13.2,86.8,90.3,29
Frank Kaminsky,2018,CHA,26,47,16.1,4.5,0.3,4.2,2.4,0.6,7.5,92.5,90.5,23
Frank Mason,2018,SAC,25,38,11.5,0.1,0,0.1,0.1,0,20,80,75,25
Frank Ntilikina,2018,NYK,20,43,21,0.8,0.1,0.7,0.4,0.1,9.1,90.9,84.2,10.5
Fred VanVleet,2018,TOR,25,64,27.5,1.5,0,1.5,1,0.1,0,100,87.3,7
Furkan Korkmaz,2018,PHI,21,48,14.2,0.3,0,0.3,0.1,0.1,0,100,75,37.5
Garrett Temple,2018,LAC,33,75,27.2,0.8,0,0.7,0.4,0.1,5.4,94.6,76.2,16.7
Gary Clark,2018,HOU,24,51,12.6,1.2,0.1,1.1,0.6,0.3,6.8,93.2,82.9,37.1
Gary Harris,2018,DEN,24,57,28.8,0.7,0,0.7,0.5,0.1,0,100,90.3,12.9
Gary Payton II,2018,WAS,26,3,5.3,0,0,0,0,0,0,0,0,0
Gary Trent Jr.,2018,POR,20,15,7.4,0,0,0,0,0,0,0,0,0
George Hill,2018,MIL,33,60,21.7,1.3,0.3,0.9,0.8,0.1,25.3,74.7,85.2,16.7
George King,2018,PHX,25,1,5.9,0,0,0,0,0,0,0,0,0
Georges Niang,2018,UTA,26,59,8.8,1.3,0,1.3,0.6,0.2,1.3,98.7,94.9,25.6
Gerald Green,2018,HOU,33,73,20.2,1,0,1,0.6,0.1,0,100,84,20
Giannis Antetokounmpo,2018,MIL,24,72,32.8,3.7,0.5,3.3,1.7,0.8,13,87,91.6,45.8
Glenn Robinson III,2018,DET,25,47,13,0.7,0.1,0.7,0.4,0.1,8.6,91.4,90,25
Goran Dragic,2018,MIA,33,36,27.5,0.9,0,0.9,0.7,0.1,0,100,89.3,17.9
Gordon Hayward,2018,BOS,29,72,25.9,2,0.2,1.8,1,0.2,8.5,91.5,90,21.3
Gorgui Dieng,2018,MIN,29,76,13.6,2.3,0.3,2.1,1.3,0.5,11.2,88.8,92.2,34
Grayson Allen,2018,UTA,23,38,11,0.3,0,0.3,0.2,0,8.3,91.7,85.7,0
Greg Monroe,2018,PHI,29,43,11.2,3.6,0.8,2.7,1.8,0.6,23.4,76.6,84.4,30
Guerschon Yabusele,2018,BOS,23,41,6.1,1.6,0.3,1.3,0.7,0.3,16.7,83.3,84.4,34.4
Hamidou Diallo,2018,OKC,20,51,10.3,0.4,0.1,0.3,0.3,0.1,18.2,81.8,76.5,29.4
Harrison Barnes,2018,SAC,27,77,32.9,3.3,0.1,3.3,1.7,0.5,2.3,97.7,88.7,24.5
Harry Giles III,2018,SAC,21,58,14.1,3.6,0.2,3.3,1.8,0.7,6.8,93.2,89.7,32.8
Hassan Whiteside,2018,MIA,30,72,23.3,3.6,1.3,2.3,1.8,1.3,35,65,85.2,59.4
Haywood Highsmith,2018,PHI,22,5,8,0.4,0.2,0.2,0.4,0,50,50,100,0
Henry Ellenson,2018,NYK,22,19,13.6,1.5,0.1,1.4,0.8,0.3,7.1,92.9,94.1,35.3
Ian Clark,2018,NOP,28,60,16.2,0.5,0,0.5,0.3,0,0,100,95,5
Ian Mahinmi,2018,WAS,32,34,14.6,5.5,0.6,4.9,2.9,1,10.8,89.2,88.2,30
Ike Anigbogu,2018,IND,20,3,2.1,0.7,0.3,0.3,0.3,0.3,50,50,50,50
Iman Shumpert,2018,HOU,29,62,23.9,1.8,0.1,1.7,1,0.1,6.3,93.8,79.7,11.4
Isaac Bonga,2018,LAL,19,22,5.5,0.3,0,0.3,0.1,0.1,0,100,75,25
Isaac Humphries,2018,ATL,21,5,11.3,1,0,1,0.4,0.2,0,100,100,50
Isaiah Briscoe,2018,ORL,23,39,14.3,0.4,0.1,0.4,0.3,0.1,11.8,88.2,92.9,35.7
Isaiah Canaan,2018,MIL,28,30,20.9,0.4,0,0.4,0.4,0,0,100,100,0
Isaiah Hartenstein,2018,HOU,21,28,7.9,2.3,0.6,1.7,1,0.4,25.4,74.6,84.8,33.3
Isaiah Hicks,2018,NYK,24,3,10.8,1.7,0.3,1.3,0.3,0,20,80,100,0
Isaiah Thomas,2018,DEN,30,12,15.1,0,0,0,0,0,0,0,0,0
Ish Smith,2018,DET,30,56,22.3,0.6,0,0.6,0.4,0.1,0,100,92.3,23.1
Ivan Rabb,2018,MEM,22,49,14.7,3.4,0.5,2.9,1.7,0.7,13.9,86.1,89.1,35.9
Ivica Zubac,2018,LAC,22,59,17.6,4.3,0.7,3.6,2.3,0.9,16.2,83.8,89.9,35.1
J.J. Barea,2018,DAL,35,38,19.8,0.3,0,0.3,0.2,0.1,0,100,85.7,42.9
J.P. Macura,2018,CHA,24,2,8.4,2.5,0,2.5,1.5,0,0,100,75,0
JJ Redick,2018,PHI,35,76,31.3,1.3,0,1.3,0.8,0.1,1,99,86.5,12.2
JR Smith,2018,CLE,33,11,20.2,2.6,0,2.6,1.2,0.2,0,100,100,15.4
JaKarr Sampson,2018,CHI,26,4,31.8,5.8,0.3,5.5,2.3,1,4.3,95.7,90,40
JaMychal Green,2018,LAC,29,65,21.1,4.5,1.5,3,1.9,0.9,32.5,67.5,76.8,34.1
JaVale McGee,2018,LAL,31,75,22.3,5.4,0.7,4.8,2.5,1,12,88,89,36.8
Jabari Parker,2018,WAS,24,64,26.9,3,0.3,2.6,1.3,0.4,10.5,88.9,87.8,23.5
Jacob Evans,2018,GSW,22,30,6.8,0.3,0,0.3,0.2,0.1,0,100,66.7,22.2
Jae Crowder,2018,UTA,28,80,27.1,2.6,0,2.6,1,0.3,1.4,98.6,90.2,29.3
Jahlil Okafor,2018,NOP,23,59,15.8,4.2,0.7,3.5,2.2,0.9,17,83,89.6,37.5
Jake Layman,2018,POR,25,71,18.7,1.3,0.3,1,0.6,0.2,20,80,84,26
Jakob Poeltl,2018,SAS,23,77,16.5,4.6,0.7,3.9,2.7,1,15.6,84.4,87.4,32.8
Jalen Brunson,2018,DAL,22,73,21.8,0.7,0,0.7,0.6,0.1,1.9,98.1,93,16.3
