Player,Season,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
Gorgui Dieng,2016,MIN,82,31,51,32.4,10,48.8,25.4,1.2,1.46,0.34,0.204,4.5,1.4,6.7,0.434,0.404,0.687
Gordon Hayward,2016,UTA,73,46,27,34.5,21.9,62.5,47,3.5,3.35,2.39,0.351,2.2,1,3,0.633,0.583,1.023
Goran Dragic,2016,MIA,73,40,33,33.7,20.3,82.6,31.8,7.5,5.44,5.45,0.246,1.3,0.3,1.7,0.511,0.158,0.496
Glenn Robinson III,2016,IND,68,35,33,20.6,6,22.5,15.2,0.7,1.84,0.87,0.268,0.6,0,1.4,0.553,0.667,0.802
Giannis Antetokounmpo,2016,MIL,80,42,38,35.6,22.9,82.1,40.5,5.3,3.9,2.84,0.279,3.8,2.8,5.1,0.466,0.455,1.029
Gerald Henderson,2016,PHI,72,24,48,23.2,9.2,30.4,24.9,1.2,2.38,1.65,0.303,0.8,0.5,1.1,0.463,0.667,0.531
Gerald Green,2016,BOS,47,32,15,11.4,5.6,15.1,10.4,0.6,2.31,1.29,0.368,0.2,0.1,0.6,0.5,0.571,0.862
Georgios Papagiannis,2016,SAC,22,7,15,16.1,5.6,24.5,14.1,0.8,1.98,0.53,0.23,4.4,2.7,4.4,0.25,0.35,0.813
Georges Niang,2016,IND,22,11,11,4.1,0.9,7.7,4.4,0.2,1.77,0.72,0.112,0.2,0.3,0.2,0,0.333,0.8
George Hill,2016,UTA,49,33,16,31.5,16.9,74.1,29.2,6.5,5.3,4.92,0.228,0.4,0.3,1.2,0.65,0.733,1.082
Gary Payton II,2016,MIL,6,2,4,16.5,3.3,32.7,11.3,2.8,5.09,4.61,0.102,0,0,0.7,0,0,1
Gary Neal,2016,ATL,2,1,1,9.2,2,17.5,8.5,1,3.57,2.74,0.114,0,0,0,0,0,0
Gary Harris,2016,DEN,56,28,28,31.2,14.9,38.6,30.4,1.5,2.36,1.77,0.386,0.8,0,2.1,0.848,1,0.879
Garrett Temple,2016,SAC,65,25,40,26.6,7.8,41,26.4,1.9,2.72,1.96,0.19,0.5,0.1,1,0.467,0.778,0.636
Fred VanVleet,2016,TOR,36,24,12,8.1,3,15.9,6.5,1.4,5.1,5.33,0.186,0,0,0.1,0,0,0.75
Frank Kaminsky,2016,CHA,75,31,44,26.1,11.7,50.6,30.5,1.3,1.52,0.51,0.23,2.2,2.5,2.5,0.313,0.576,0.9
Evan Turner,2016,POR,65,34,31,25.5,9,44,24.2,2.8,3.89,3.14,0.205,0.6,1.5,0.8,0.541,0.698,0.92
Evan Fournier,2016,ORL,68,23,45,32.8,17.2,46.7,36,2.2,2.87,2.07,0.367,1,0.1,1.5,0.557,0.286,0.848
Ersan Ilyasova,2016,ATL,82,35,47,26.1,13.1,50.8,32.5,1.2,1.46,0.56,0.257,2.5,1.2,3.5,0.433,0.53,0.833
Eric Gordon,2016,HOU,75,50,25,31,16.2,39,28.1,1.6,2.45,1.61,0.416,0.5,0.1,0.7,0.543,1,0.596
Eric Bledsoe,2016,PHX,64,21,43,33,21.3,87.6,31.1,7.1,4.83,4.32,0.243,0.8,0.5,1.3,0.686,0.486,0.565
Enes Kanter,2016,OKC,72,43,29,21.3,14.3,33.2,21.7,1.1,2.07,0.68,0.433,2.6,7.7,6.5,0.871,0.56,0.96
Emmanuel Mudiay,2016,DEN,54,24,30,25.6,11,58.6,22.3,4.5,4.62,4.21,0.188,0.6,0.1,1,0.571,0.5,0.607
Elijah Millsap,2016,PHX,2,1,1,11.6,1.5,17.5,12,0.7,2.52,1.74,0.086,0,0,2,0,0,0.5
Elfrid Payton,2016,ORL,82,29,53,29.4,12.8,71,22,6.1,5.17,4.95,0.18,0.7,0.2,1.7,0.767,0.5,0.64
Edy Tavares,2016,CLE,2,1,1,13.8,4,17,8.5,0.4,1.54,0.26,0.235,1,2,4.5,0,1,0.667
Ed Davis,2016,POR,46,19,27,17.2,4.3,23.6,11.3,0.6,1.55,0.45,0.184,2.6,0.3,4.7,0.458,0.154,0.645
E'Twaun Moore,2016,NOP,73,32,41,24.9,9.6,32.3,24.4,1.5,2.82,2.25,0.296,0.8,0.3,1,0.554,0.583,0.829
Dwyane Wade,2016,CHI,60,29,31,29.9,18.3,54.7,35.8,3.3,3.6,2.9,0.334,1.2,3.1,2,0.714,0.649,0.758
Dwight Powell,2016,DAL,76,29,47,17.3,6.7,25.9,14.1,0.7,1.57,0.41,0.257,1.8,0.2,3.5,0.766,0.333,0.848
Dwight Howard,2016,ATL,74,37,37,29.7,13.5,53.1,29.2,1.4,1.53,0.38,0.255,2.8,3.6,11.6,0.189,0.544,0.944
Draymond Green,2016,GSW,76,62,14,32.5,10.2,76.5,38.8,2.9,2.25,1.27,0.134,2.5,3.7,3.7,0.339,0.13,0.746
Dragan Bender,2016,PHX,41,12,29,13.3,3.3,20.8,12.1,0.5,1.41,0.41,0.158,0.3,0.2,0.7,0.429,0.5,0.966
Doug McDermott,2016,OKC,66,35,31,22.8,9,24.7,20.4,0.6,1.42,0.55,0.363,0.5,0.4,0.8,0.647,0.852,1.056
Dorian Finney-Smith,2016,DAL,80,32,48,20.4,4.4,24.2,14.4,0.7,1.75,0.64,0.18,0.3,0.1,1.1,0.4,0.222,0.697
Donatas Motiejunas,2016,NOP,34,16,18,14.1,4.4,28.2,16.6,0.7,1.4,0.49,0.157,1.5,1,2.8,0.327,0.758,0.649
Domantas Sabonis,2016,OKC,81,46,35,20.1,5.9,33.4,17.8,0.9,1.55,0.56,0.177,1.2,1.7,1.6,0.268,0.471,0.454
Dirk Nowitzki,2016,DAL,53,22,31,26.3,14.2,46.6,30.5,1.1,1.48,0.32,0.304,1.9,3.4,1.3,0.455,0.652,0.612
Dion Waiters,2016,MIA,46,27,19,30.1,15.8,56.9,31.1,4.4,4.62,4.03,0.279,0.6,0.1,0.5,0.586,0,0.625
Diamond Stone,2016,LAC,7,6,1,3.5,1.4,6.1,3.3,0.2,1.68,0.58,0.233,0.6,1.9,1.1,1,0.154,0.25
Deyonta Davis,2016,MEM,36,23,13,6.6,1.6,7.5,4,0.2,1.61,0.26,0.216,0.8,0.4,1.4,0.172,0.625,0.92
Dewayne Dedmon,2016,SAS,75,55,20,17.5,5.1,23.7,12.2,0.6,1.44,0.3,0.216,2.2,0.3,4.5,0.358,0.308,0.919
Devin Harris,2016,DAL,64,28,36,16.7,6.8,29.1,18.4,1.6,3.35,2.67,0.233,0.5,0.1,0.4,0.229,0,0.522
Devin Booker,2016,PHX,76,23,53,35,21.7,57.9,40.5,3.3,3.41,2.63,0.375,1.8,2.2,1.3,0.511,0.659,0.653
Derrick Williams,2016,CLE,50,16,34,16.1,6.1,25,12.3,0.8,1.86,0.89,0.243,0.6,0.5,1.5,0.484,0.667,0.74
Derrick Rose,2016,NYK,64,26,38,32.5,18,78.5,30.9,6,4.6,3.9,0.23,0.9,0.6,1.7,0.576,0.27,0.743
Derrick Jones Jr.,2016,PHX,32,7,25,17,5.3,16,11,0.4,1.5,0.77,0.329,0.5,0,1.9,0.688,0,1.098
Derrick Favors,2016,UTA,50,33,17,23.7,9.5,42.2,26.7,1.1,1.53,0.38,0.225,3.7,3,5.8,0.366,0.556,0.846
Deron Williams,2016,CLE,63,24,39,25.8,10.8,65.7,25.1,5.8,5.27,4.76,0.164,0.5,0.5,0.4,0.242,0.387,0.36
Denzel Valentine,2016,CHI,57,28,29,17.1,5.1,20.2,14.3,0.8,2.44,1.7,0.253,0.1,0,0.3,0.75,0,0.444
Dennis Schroder,2016,ATL,79,42,37,31.5,17.9,81.8,30.5,7.2,5.27,4.81,0.219,0.5,0.1,0.8,0.472,0,0.409
Demetrius Jackson,2016,BOS,5,1,4,3.4,2,5.2,3.2,0.4,4.5,4.04,0.385,0,0,0.2,0,0,0
Delon Wright,2016,TOR,27,19,8,16.5,5.6,34.1,17.3,2.6,4.63,4.4,0.163,0.2,0,0.8,0.333,0,0.286
Dejounte Murray,2016,SAS,38,29,9,8.5,3.4,19.8,7.1,1.7,5.01,4.67,0.173,0.2,0,0.4,0,0,0.786
DeMarre Carroll,2016,TOR,71,43,28,26.2,8.7,30.4,19.3,0.9,1.82,0.94,0.288,0.3,0.1,1.5,0.682,0.5,0.8
DeMarcus Cousins,2016,NOP,72,30,42,34.2,27,78.3,56.2,3.2,2.49,1.14,0.344,6.1,9.9,4.9,0.265,0.504,0.873
DeMar DeRozan,2016,TOR,73,46,27,35.5,27.5,64.4,41.6,5.2,4.82,4.05,0.427,1.2,2,1,0.298,0.667,0.553
DeAndre' Bembry,2016,ATL,38,20,18,9.8,2.7,13.6,9,0.6,2.69,1.94,0.196,0.4,0.1,1.2,0.353,0,0.804
DeAndre Liggins,2016,DAL,62,40,22,12.5,2.5,16.7,8.5,1,3.74,3.14,0.147,0.3,0.1,0.7,0.667,0.25,0.762
DeAndre Jordan,2016,LAC,81,51,30,31.7,12.7,51,24.4,1.1,1.34,0.22,0.249,2.2,2.1,9.6,0.446,0.45,1.027
Davis Bertans,2016,SAS,66,51,15,12.2,4.6,19,11.5,0.5,1.45,0.61,0.242,0.4,0.2,0.6,0.296,0.1,0.605
David West,2016,GSW,68,56,12,12.6,4.6,24.8,17.1,0.7,1.67,0.37,0.188,2.4,3.2,2.4,0.293,0.306,0.651
David Nwaba,2016,LAL,20,5,15,19.9,6,17.9,12,0.8,2.54,1.75,0.335,0.7,0.3,1.8,0.846,1,1.139
David Lee,2016,SAS,78,58,20,18.8,7.4,34.5,21.2,0.9,1.59,0.58,0.213,2.9,2.2,4.2,0.404,0.503,0.909
Darrun Hilliard,2016,DET,39,19,20,9.8,3.3,13.7,9.4,0.7,3.19,2.52,0.237,0.3,0,0.2,0.9,0,1.333
Darren Collison,2016,SAC,68,26,42,30.3,13.2,75.8,32.6,5.9,4.68,4.38,0.175,0.8,0,1.1,0.655,0,0.679
Darrell Arthur,2016,DEN,41,20,21,15.6,6.4,25,15.3,0.6,1.48,0.45,0.255,0.8,0.6,1.1,0.313,0.231,0.617
Dario Saric,2016,PHI,81,28,53,26.3,12.8,59,39.4,1.9,1.93,1,0.217,2.8,2.4,3,0.364,0.412,0.769
Danuel House Jr.,2016,WAS,1,0,1,0.8,0,1,0,0,1,0,0,0,0,0,0,0,0
Dante Exum,2016,UTA,66,40,26,18.6,6.2,32.6,15.1,2.1,3.92,3.65,0.191,0.3,0,0.8,0.765,0,0.643
Dante Cunningham,2016,NOP,66,28,38,25,6.6,27.5,14.5,0.6,1.33,0.3,0.24,0.8,0.1,1.5,0.509,0,0.808
Danny Green,2016,SAS,67,51,16,26.5,7.3,39.3,24.6,1.3,2.04,1.07,0.187,0.4,0,0.6,0.433,0.333,0.595
Danilo Gallinari,2016,DEN,62,30,32,33.9,18.2,49,34.5,2.2,2.7,1.45,0.371,0.6,2.5,2.1,0.65,0.785,1.078
Daniel Ochefu,2016,WAS,19,12,7,3.9,1.3,5.3,2.8,0.1,1.61,0.31,0.238,0.6,0.3,0.8,0.364,0.4,0.813
Damjan Rudez,2016,ORL,45,12,33,7,1.8,11.2,7.4,0.3,1.56,0.64,0.162,0.1,0.2,0.1,0.333,0,0.8
Damian Lillard,2016,POR,75,38,37,35.9,27,85.9,29.9,8.1,5.65,5.31,0.314,0.9,0,1.2,0.794,2.333,0.795
Damian Jones,2016,GSW,10,7,3,8.5,1.9,11,6.6,0.3,1.61,0.38,0.173,1.2,0.3,2.2,0.333,0,0.591
Dahntay Jones,2016,CLE,1,0,1,12,9,27,16,2.1,4.59,3.74,0.333,1,1,1,0,0,0
D.J. Augustin,2016,ORL,78,29,49,19.7,7.9,43,16.5,3.7,5.19,5.62,0.183,0.3,0.1,0.2,0.318,0.5,0.529
D'Angelo Russell,2016,LAL,63,21,42,28.7,15.6,69.5,28.8,5.1,4.42,3.54,0.225,0.7,1,1.2,0.614,0.533,0.684
Cristiano Felicio,2016,CHI,66,31,35,15.8,4.8,21.2,12.4,0.5,1.54,0.35,0.226,1.5,0.4,4,0.386,0.28,0.914
Courtney Lee,2016,NYK,77,29,48,31.9,10.8,42.4,32.9,1.8,2.48,1.56,0.256,0.8,0.1,0.9,0.516,0,0.576
Cory Joseph,2016,TOR,79,48,31,25,9.2,52.9,21.1,4.4,5.03,5.31,0.175,0.4,0.1,1,0.645,0,0.39
Corey Brewer,2016,LAL,82,47,35,15.6,4.5,17.2,11.7,0.6,2.01,1.24,0.263,0.4,0,0.8,0.621,1.333,0.768
Cole Aldrich,2016,MIN,62,23,39,8.6,1.7,11.6,5.6,0.3,1.41,0.29,0.145,1.4,0.3,2.1,0.239,0.375,0.631
Cody Zeller,2016,CHA,62,33,29,27.8,10.3,29.3,22.5,0.8,1.56,0.66,0.352,5.3,0.7,6.1,0.542,0.419,0.815
Clint Capela,2016,HOU,65,44,21,23.9,12.6,43.6,22.4,1,1.43,0.34,0.288,4,0.5,10,0.554,0.714,0.98
Christian Wood,2016,CHA,13,5,8,8.2,2.7,9.7,5.5,0.2,1.52,0.47,0.278,0.5,0.2,1.5,0.429,0.333,1.2
Chris Paul,2016,LAC,61,43,18,31.5,18.1,86.1,32.7,7.6,5.32,4.92,0.21,1.1,1.6,0.7,0.261,0.63,0.422
Chris McCullough,2016,WAS,16,1,15,5,2.3,9.3,5,0.2,1.41,0.44,0.242,0.5,0.1,1.2,1.375,0,0.632
Chris Andersen,2016,CLE,12,8,4,9.5,2.3,13.1,6.4,0.4,1.61,0.35,0.178,0.7,0.1,1.5,0.75,0,0.667
Chinanu Onuaku,2016,HOU,5,2,3,10.3,2.8,13,6.2,0.3,1.48,0.6,0.215,0.4,0.4,2.2,1,0,1.091
Cheick Diallo,2016,NOP,17,9,8,11.7,5.1,17.4,7.8,0.4,1.52,0.34,0.295,1.2,1.2,2.3,0.8,0.7,0.949
Chasson Randle,2016,NYK,26,8,18,11.5,5.3,26.9,10.2,1.8,3.99,3.65,0.196,0.2,0,0.4,0.5,0,0.909
Channing Frye,2016,CLE,74,44,30,18.9,9.1,32.5,16.7,0.8,1.39,0.26,0.281,1,0.9,1.6,0.521,0.516,0.847
Chandler Parsons,2016,MEM,34,18,16,19.8,6.2,29.2,21.8,1.3,2.64,1.64,0.211,0.7,0.7,0.8,0.333,0.739,0.692
Carmelo Anthony,2016,NYK,74,29,45,34.3,22.4,59.9,43.7,3.1,3.06,1.84,0.374,3.3,6.3,2.1,0.612,0.67,0.872
Caris LeVert,2016,BKN,56,15,41,21.8,8.3,30.8,20.2,1.5,2.85,2.35,0.269,0.4,0.1,0.7,0.667,0.667,0.658
Cameron Payne,2016,CHI,31,16,15,14.9,5.2,30.1,9.9,2.7,5.42,5.02,0.171,0.2,0,0.4,0,0,0.5
CJ Miles,2016,IND,75,39,36,23.4,10.6,26.9,18.1,0.7,1.59,0.71,0.394,0.5,0.1,0.7,0.475,0.7,1.041
CJ McCollum,2016,POR,80,40,40,34.9,23,63.5,32.9,4.7,4.49,4.26,0.362,0.9,0.2,1,0.704,0.429,0.634
C.J. Wilcox,2016,ORL,22,8,14,4.9,1,5.7,4.8,0.2,2.22,1.33,0.168,0.2,0,0.1,0,0,0
C.J. Watson,2016,ORL,62,20,42,16.3,4.5,26.4,14.4,1.5,3.44,3.02,0.172,0.4,0,0.5,0.636,2,1.207
Buddy Hield,2016,SAC,82,31,51,23,10.6,33.2,23.2,1.5,2.78,2.19,0.318,0.6,0.1,0.8,0.385,0,0.754
Bryn Forbes,2016,SAS,35,24,11,8,2.6,12.4,7,0.8,3.67,3.06,0.212,0.1,0,0,0,0,0
Bruno Caboclo,2016,TOR,8,7,1,4.8,1.8,6.8,4.5,0.2,1.91,0.93,0.259,0,0,0.6,0,0,0.4
Brook Lopez,2016,BKN,75,20,55,29.6,20.5,51,40.1,1.7,2.01,0.9,0.402,3.7,9.8,5.2,0.625,0.501,1.026
Brice Johnson,2016,LAC,3,1,2,3.1,1.3,7.7,4.3,0.2,1.87,0.96,0.174,0,1,1,0,0,0.667
Briante Weber,2016,CHA,20,12,8,10.2,3.1,23.1,8.5,1.9,4.95,4.64,0.134,0.5,0,0.9,0.222,0,1
Brian Roberts,2016,CHA,41,16,25,10.2,3.5,22,7.8,2.1,5.64,5.72,0.157,0.1,0,0.3,0,0,0.308
Brandon Rush,2016,MIN,47,15,32,21.9,4.2,19.4,15,0.6,1.75,0.66,0.216,0.3,0,0.6,0.286,1,0.536
Brandon Knight,2016,PHX,53,16,37,21.2,11.1,45.5,20.3,3.1,4.08,3.95,0.245,0.4,0,0.6,0.2,0,0.219
Brandon Jennings,2016,WAS,81,37,44,22.2,7.1,54.7,18.8,4.3,4.69,4.82,0.13,0.3,0,0.5,0.429,0.667,0.333
Brandon Ingram,2016,LAL,79,26,53,28.9,9.4,44.9,24.5,2.6,3.52,2.72,0.209,0.8,1.2,1.6,0.576,0.624,0.79
Brandon Bass,2016,LAC,52,29,23,11.1,5.6,17.4,10.8,0.6,1.9,0.66,0.322,1.5,1.7,2.7,0.709,0.709,0.894
Brandan Wright,2016,MEM,28,14,14,16,6.8,21,12.6,0.6,1.7,0.55,0.322,3.2,0.6,4.4,0.4,0.333,1.041
Bradley Beal,2016,WAS,77,48,29,34.9,23.1,53.9,37.8,2.7,2.96,2.48,0.428,1.5,0.4,1.6,0.653,0.452,0.975
Boris Diaw,2016,UTA,73,45,28,17.6,4.6,34.5,24.5,1.2,2.16,0.84,0.134,1.6,3.8,1.4,0.162,0.19,0.612
Bojan Bogdanovic,2016,WAS,80,23,57,25.8,13.9,35.5,27.5,1.5,2.53,1.77,0.39,1,0.4,1.2,0.785,0.467,1.02
Bobby Portis,2016,CHI,64,30,34,15.6,6.8,31.3,17,0.8,1.48,0.49,0.219,0.7,1,2.3,0.574,0.582,0.973
Bobby Brown,2016,HOU,25,18,7,4.9,2.5,7.7,4.7,0.6,4.46,3.86,0.323,0,0,0,0,0,0
Boban Marjanovic,2016,DET,35,16,19,8.4,5.5,11.1,8,0.3,1.79,0.52,0.491,0.9,2.8,3.9,0.333,0.515,1.037
Blake Griffin,2016,LAC,61,40,21,34,21.6,79.9,50.2,3.3,2.45,1.41,0.27,5.9,7.2,5.1,0.382,0.483,0.856
Bismack Biyombo,2016,ORL,81,29,52,22.1,6,37.7,18.8,1,1.62,0.3,0.158,3.4,1.1,5.6,0.433,0.402,0.689
Beno Udrih,2016,DET,39,18,21,14.4,5.8,36.5,11.2,3.5,5.69,6,0.16,0.4,0,0.3,0.286,0,0.6
Ben McLemore,2016,SAC,61,27,34,19.3,8.1,26.7,18.6,0.9,2.09,1.26,0.304,1,0,1.2,0.45,1,0.724
Ben Bentil,2016,DAL,3,2,1,3.3,0,4,2.7,0.1,1.56,1,0,0,1,0,0,0,0
Axel Toupane,2016,NOP,4,2,2,11.9,2.8,11.5,5,0.4,1.93,1.07,0.239,0,0,0,0,0,0
Avery Bradley,2016,BOS,55,34,21,33.4,16.3,49.7,34.7,2,2.37,1.94,0.327,1.3,0,2.4,0.611,0.5,0.985
Austin Rivers,2016,LAC,74,43,31,27.8,12,49.9,26.1,3.5,4.24,3.88,0.241,0.3,0.1,0.7,0.36,0.714,0.673
Arron Afflalo,2016,SAC,61,23,38,25.9,8.4,34.1,25.5,1.3,2.34,1.48,0.247,0.8,1.9,0.9,0.417,0.586,0.792
Aron Baynes,2016,DET,75,34,41,15.5,4.9,14.3,10.6,0.4,1.54,0.39,0.341,1.9,1,4.3,0.357,0.481,0.812
Arinze Onuaku,2016,ORL,8,3,5,3.5,0.5,6.4,4.1,0.2,2.12,0.41,0.078,0.6,1.3,0.6,0.4,0.2,0
Archie Goodwin,2016,BKN,15,8,7,14.3,7.3,26.5,12.7,1.8,4.05,3.55,0.277,0.2,0.1,0.5,0,0,1
Anthony Tolliver,2016,SAC,65,26,39,22.7,7.1,33.9,21.5,0.9,1.58,0.32,0.209,2.4,0.8,1.8,0.097,0.255,0.7
Anthony Morrow,2016,CHI,49,25,24,14.6,5.5,12.8,11.3,0.4,1.77,0.79,0.431,0.1,0.2,0.2,1.2,1.111,0.364
Anthony Davis,2016,NOP,75,31,44,36.1,28,73.9,45.8,2.3,1.88,0.83,0.379,6,6.5,6.8,0.715,0.672,1.057
Anthony Brown,2016,ORL,11,3,8,14.5,3.9,17.5,12.1,0.7,2.23,1.41,0.223,0.4,0,0.6,1,0,0.571
Anthony Bennett,2016,BKN,22,3,19,11,4.9,19.5,10.6,0.4,1.35,0.43,0.25,0.4,0.5,2.2,0.25,0.8,1
Andrew Wiggins,2016,MIN,82,31,51,37.2,23.6,51.3,40.5,2.9,3.35,2.19,0.459,1.5,4.1,3.2,0.532,0.647,1.034
Andrew Nicholson,2016,BKN,38,20,18,9,2.6,13.5,7.6,0.4,1.65,0.42,0.195,0.5,1.1,1.2,0.444,0.35,0.809
Andrew Harrison,2016,MEM,72,38,34,20.5,5.9,44.8,17.2,4,5.4,5.18,0.132,0.3,0.1,0.4,0.417,0.333,0.593
Andrew Bogut,2016,CLE,27,8,19,21.6,2.9,36,20.1,1,1.69,0.47,0.081,3.7,1.3,4.1,0.158,0.278,0.545
Andre Roberson,2016,OKC,79,46,33,30.1,6.6,33.1,20.4,0.8,1.46,0.48,0.199,1,0.1,3.2,0.487,0,0.759
Andre Iguodala,2016,GSW,76,64,12,26.3,7.6,41.2,24.1,1.9,2.79,1.83,0.183,1.1,0.7,2.1,0.298,0.415,0.703
Andre Drummond,2016,DET,81,36,45,29.7,13.6,38.3,26.2,1.2,1.93,0.73,0.356,2.9,5,11,0.396,0.596,0.906
Anderson Varejao,2016,GSW,14,12,2,6.6,1.3,13.6,7.7,0.4,1.81,0.69,0.094,1.2,0.5,1.7,0.235,0,0.333
Amir Johnson,2016,BOS,80,51,29,20.1,6.5,30.4,19.9,0.8,1.5,0.53,0.214,1.4,0.9,4.3,0.345,0.296,0.933
Alonzo Gee,2016,DEN,13,4,9,6.9,0.8,7.3,5.5,0.2,2.05,1.25,0.116,0.2,0,0.8,0,0,0.4
Allen Crabbe,2016,POR,79,39,40,28.5,10.7,31.2,23.3,0.8,1.57,0.66,0.343,0.6,0,0.6,0.766,1,0.58
Alexis Ajinca,2016,NOP,39,15,24,15,5.3,24.5,12,0.5,1.34,0.27,0.217,1.8,0.6,3.2,0.667,0.208,0.847
